"sp","DE","GF","LL","LMA","Aarea","Rarea","LMAp","LMAs","preLL","Narea","Parea","gr"
"Pimelea linifolia","E","S",12.5892541179417,57.5439937337157,7.94328234724282,1.31825673855641,19.9480154240264,37.5959783096893,7.90984130233291,0.84527884516029,0.0301995172040202,"Evergreen"
"Pimelea microcephala","E","S",7.58577575029184,81.2830516164099,10.7151930523761,2.18776162394955,47.9969270748492,33.2861245415607,6.87158247999224,2.47742205763329,0.155955250282695,"Evergreen"
"Pinus banksiana","E","T",26.9153480392692,245.470891568503,7.58577575029184,1.47910838816821,74.9896447291354,170.481246839368,30.3800969468313,3.02691342810131,NA,"Evergreen"
"Pinus flexilis","E","T",36.3078054770101,363.078054770101,9.77237220955811,1.47910838816821,113.289119700167,249.788935069934,42.7246681356566,4.10204102986607,NA,"Evergreen"
"Pinus palustris","E","T",32.3593656929628,257.039578276886,3.89045144994281,0.91201083935591,16.9853961017798,240.054182175106,42.4443138879378,2.09411245585089,NA,"Evergreen"
"Pinus rigida","E","T",33.1131121482591,204.173794466953,11.2201845430196,1.07151930523761,53.2687433266096,150.905051140343,27.5595924734757,2.37137370566166,NA,"Evergreen"
"Pinus serotina","E","T",26.9153480392692,275.422870333817,4.07380277804113,1.20226443461741,32.7933404394435,242.629529894373,42.5637175479451,2.28559880337543,NA,"Evergreen"
"Pinus strobus","E","T",20.8929613085404,122.272053936742,6.02559586074358,0.596649334835271,12.8951116207474,109.376942315995,20.9379977031649,NA,NA,"Evergreen"
"Pinus sylvestris","E","T",26.9153480392692,295.120922666639,10.2329299228075,1.81970085860998,125.9802387632,169.140683903439,29.7313353516537,3.19922523133773,NA,"Evergreen"
"Poa pratensis","U","G",3.01995172040202,100,30.1995172040202,3.46736850452532,85.6012791261929,14.3987208738071,3.13443099299981,NA,NA,"Unclassified"
"Podocarpus nubigena","E","T",77.6247116628692,199.526231496888,7.94328234724282,0.831763771102671,22.7216209798709,176.804610517017,32.2513428894306,1.68950082615282,NA,"Evergreen"
"Podocarpus saligna","E","T",26.0860792514197,167.891527994965,6.16595001861482,0.897164117362141,25.0942311011492,142.797296893816,26.4994675023662,1.71460112064798,NA,"Evergreen"
"Podophyllum peltatum","U","H",3.01995172040202,30.9029543251359,6.45654229034656,0.831763771102671,15.1127355636507,15.7902187614852,3.5111548932132,1.36536321534477,NA,"Unclassified"
"Pomaderris ferruginea","E","S",11.4815362149688,97.7237220955811,7.58577575029184,0.562341325190349,18.2294358826329,79.4942862129482,15.5659405757806,1.26765186585785,0.0404575891697443,"Evergreen"
"Populus deltoides","D","T",5.01187233627272,91.201083935591,14.7910838816821,1.25892541179417,63.2816889547405,27.9193949808505,5.74231239669803,2.10913701338626,NA,"Deciduous"
"Populus fremontii","U","T",3.01995172040202,120.226443461741,14.4543977074593,1.73780082874938,103.080063372668,17.1463800890732,3.62419734884968,1.9815270258051,NA,"Unclassified"
"Populus tremuloides","D","T",5.01187233627272,83.1763771102671,12.0226443461741,1.86208713666287,57.6078357874979,25.5685413227692,5.3152365987403,1.7666772393009,NA,"Deciduous"
