mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat,para,sig
1.814799265920614,0.005502603812081051,0.17469744799478534,1.4691830265240897,1.6988731595811783,1.81465625086777,1.929616076927554,2.16738685239168,1007.9445296731716,1.0050133138437058,a0,sig
0.28297327910268144,0.0018094067087102204,0.03857190804038155,0.20700719709466242,0.256823039438989,0.28385021145571665,0.30950653682969215,0.35760478884929847,454.4329911260174,1.0074894364609814,ap,sig
-0.13158074000681147,0.0015609456679229752,0.03560116508512769,-0.2007237932585239,-0.1559599489287807,-0.13226102332980888,-0.10720584658985466,-0.059961833232839275,520.1790394220762,1.0076833369992204,as,sig
-0.9984996331750362,0.012136624290624648,0.29913272472169045,-1.5875427436823422,-1.2011792096720249,-0.9912470536290485,-0.7886174968951092,-0.42965114669587157,607.4800752255697,1.0061265646530788,b0,sig
0.8874071656809708,0.0025280650730049674,0.0638008620003447,0.764817767295553,0.8433898121901313,0.8859296286071727,0.9299461587200131,1.0173539379858558,636.9078411672317,1.006251291180552,bs,sig
-0.9327527944928877,0.005237989967379682,0.19158880094450642,-1.3142620106825906,-1.061898147853712,-0.9345647669003057,-0.8048414818790502,-0.5513511062223277,1337.8607550799397,1.0017682077854584,g0,sig
0.29430807644331597,0.001987061638167125,0.04542231935744392,0.20995459693425966,0.26320628799004614,0.29322337910619883,0.3240437599254943,0.38734048690278106,522.5356611316247,1.0067963906847635,gp,sig
0.033342934117946824,0.0016420527050609675,0.04039309132734232,-0.04468022550081363,0.006100628710447145,0.03271081140849739,0.06055819753423578,0.11390609398876578,605.117896916832,1.0110755865959418,gs,nonsig
0.06101247623147212,0.0013709958571510488,0.05981514431816467,0.007468224373746597,0.022853404202072623,0.042839178673823454,0.07656624624790868,0.23248533633379334,1903.4874812804014,1.0007284747459284,p[1],sig
0.3273785908319014,0.00263733842087801,0.1729776958287962,0.057119544073721724,0.18648708482323667,0.3088060970954592,0.44670628974472887,0.6917545659821775,4301.782932819778,1.0007483799275867,p[2],sig
