"sp","site","strata","SLA_LEAF","SLA_DISC","LIFETIME","Amass","Rmass","Amax","N_PCT","P_PCT","LT","LAMTUF","MDRBTUF","VEINTUF","LMA_LEAF","LMA","LL","Aarea","Aarea_DISC","Rarea","Rarea_DISC","sp_site_strata","Narea","Parea","LD","SampleID","Run","BagNo","%NPE","%WS","%AS","Lig","%Ash","%NDF","ADF","site2","cell_mass","cell_area","cell_vol","site_strata","p_mid","LMAp","LMAs","p_rand","LMAp_rand","LMAs_rand","LL_rand","Aarea_rand","Rarea_rand","preLL","preLL_rand"
"CORA","PNM","UNDER",303.0459105,402.8590957,243,181.2719621,7.318558738,5.981666667,2.752,0.1433,0.125,0.200833333,0.9584,1.071666667,32.9983004340855,24.8225747084702,7.98904109589041,5.98166666565197,4.49963682177823,0.241499999981026,0.181665471032332,"CORA_DRY_UNDER",0.0908113227946034,0.00472865645220446,0.198580597667762,NA,2,36,47.56,10.25,21.67,17.26,3.26,52.44,42.19,"DRY",24.93,6.18826787482162,0.049506142998573,"DRY_UNDER",0.316032530959873,7.84474111005837,16.9778335984118,0.582533201779642,22.7034897885383,2.11908491993186,7.3972602739726,5.54749999876841,0.916999999960897,6.50383352518079,6.71275115133577
"CORB","PNSL","CAN",85.08030934,95.02157189,289,188.0274836,4.385464545,22.1,1.842,0.093055,0.27,1.196725,4.5094,4.8573,117.536008949353,105.239260949885,9.5013698630137,22.099999995134,19.7878734123307,0.515450000008192,0.461523047637725,"CORB_WET_CAN",0.216501328484709,0.0109373133127821,0.389775040555131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.525957213079975,55.3513483957978,49.8879125540872,0.185372091884825,7.59041076139943,97.6488501884856,11.0794520547945,20.5624999992851,0.202499999976487,9.45875492327366,5.34438215642548
"CORB","PNSL","UNDER",301.833216,257.8559899,318,90.44935374,19.4833341,2.996666667,2.31,0.1432,NA,NA,NA,NA,33.1308798035005,38.7813368379696,10.4547945205479,2.99666666706424,3.50774685416761,0.645500000238542,0.7555897424588,"CORB_WET_UNDER",0.0765323323460861,0.00474434198786127,NA,NA,2,37,47.16,10.85,22.44,18.08,1.46,52.84,41.99,"WET",23.91,9.27261763795854,NA,"WET_UNDER",0.697798982613111,27.0615773899115,11.719759448058,0.494144029684629,24.1443926021921,14.6369442357775,7.1013698630137,12.5750000019746,0.958500000247894,21.9139625709644,6.89238837984028
"CYMR","PNSL","CAN",140.6555915,184.5953645,101,83.97138811,12.89811774,5.97,2.071,0.1251,0.27,0.45,2.504,2.5284,71.0956449960967,54.1725412611864,3.32054794520548,5.96999999889802,4.54894348714808,0.916999999960897,0.698723815461791,"CYMR_WET_CAN",0.147239080786916,0.0088940651890117,0.200639041708098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.852450278521323,46.1793978863062,7.9931433748802,0.382737417678392,30.1689704603596,24.0035708008268,31.0027397260274,4.05249999915267,0.155499999961282,5.57772337829469,20.6067893388884
"DENA","PNSL","UNDER",335.5635492,288.7708508,1246.5,105.4228817,10.15079736,3.141666667,1.694,0.07218,0.2225,0.432075,2.497975,4.3524,29.8006145895181,34.629534013895,40.9808219178082,3.14166666645806,3.65074526767298,0.302499999901658,0.351517382446276,"DENA_WET_UNDER",0.0504822411146437,0.00215100836107142,0.155638355118629,NA,2,38,56.1,11.63,20.67,11.53,0.07,43.9,32.27,"WET",20.74,7.18216535448182,0.0322793948516037,"WET_UNDER",0.166115012944931,5.75248549099508,28.8770485228999,0.736896137072095,92.840247306904,-58.210713293009,6.60821917808219,5.22500000080446,0.479555555447122,22.2367029920423,20.1112288776541
"DIOG","PNM","UNDER",180.345826,188.3374725,213,129.1877267,8.648584276,7.163333333,1.755,0.12587,NA,NA,NA,NA,55.4490238105095,53.0961781915174,7.0027397260274,7.16333333381389,6.85937455702025,0.479555555447122,0.459206771822851,"DIOG_DRY_UNDER",0.0973130367874441,0.00697936862702883,NA,NA,2,39,45.31,18.88,17.96,17.69,0.15,54.69,35.81,"DRY",18.12,9.62102748830295,NA,"DRY_UNDER",0.516291420891543,27.4131012824091,25.6830769091083,0.725699039726424,108.22286284843,-55.1266846569129,9.36986301369863,9.95500000382365,1.94999999969639,11.2370989892281,15.8860169290828
"DIOW","PNSL","CAN",197.6215408,160.9787148,169,254.4377337,38.53620045,12.875,2.619,0.1547,0.19,0.3452,2.2197,2.9152,50.601771241731,62.1200138939114,5.55616438356164,12.8749999959519,15.8056755525793,1.94999999969639,2.39386930737255,"DIOW_WET_CAN",0.132526038882093,0.00782809401109578,0.326947441546902,NA,2,40,54.56,9.23,12.06,23.54,0.62,45.44,36.21,"WET",12.67,7.87060576035857,0.0414242408439925,"WET_CAN",0.78633418966981,48.8470907875462,13.2729231063652,0.310869584377522,26.7011063939523,35.4189074999591,11.013698630137,22.099999995134,0.705000000015582,5.27827670085814,10.1392508532508
"DOL1","PNM","UNDER",210.1494049,243.5156704,302,86.40643032,3.509495062,4.111666667,1.668,0.09318,NA,NA,NA,NA,47.5851930428188,41.0651190684113,9.92876712328767,4.11166666691808,3.54829034936718,0.16700000000809,0.144117832591031,"DOL1_DRY_UNDER",0.0793721019954218,0.00443398828772986,NA,NA,2,41,49.2,15.25,15.41,15.36,4.78,50.8,35.56,"DRY",20.2,8.29515405181908,NA,"DRY_UNDER",0.129113760355963,5.30207194238795,35.7630471260234,0.372074380791253,46.5669005288926,-5.50178146048133,15.1890410958904,12.4500000008948,0.519000000048487,14.6273418852833,16.0523492504066
"DOL2","PNM","CAN",120.2180275,129.7101412,150.5,100.3519985,13.93326939,8.3475,1.422,0.0928,0.3325,0.868275,4.750725,3.535075,83.1821999408533,77.0949742825505,4.94794520547945,8.34750000369121,7.73663474356005,1.15900000022875,1.0741850452939,"DOL2_DRY_CAN",0.118285088315893,0.00771930815451119,0.231864584308423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.706871665230784,54.4962528520309,22.5987214305195,0.28219556918937,20.7632105970447,56.3317636855058,14.6301369863014,17.9000000046131,0.481999999911097,6.57073701589988,8.3110286675868
"DOL2","PNSL","UNDER",235.3774904,244.091749,748,45.34939648,4.209255661,1.926666667,1.214,0.08485,0.18,0.942875,1.883575,5.04755,42.4849461306008,40.9682016740353,24.5917808219178,1.92666666650806,1.85788322078843,0.178830000007511,0.172445634817423,"DOL2_WET_UNDER",0.0515767246025493,0.00360484767918147,0.227601120411307,NA,2,42,51.07,14.25,16.66,17.9,0.12,48.93,34.68,"WET",16.78,6.87446424090312,0.0381914680050173,"WET_UNDER",0.0618287158092608,2.53301129852041,38.4351903755149,0.986225862854215,142.163505632353,-101.195303958317,7.67671232876712,3.94333333325466,3.58500000005593,35.4445792867574,24.2353405606794
"DOLD","PNSL","CAN",89.96076187,95.89693966,274.5,84.58560635,1.454215716,9.4025,1.328,0.06865,0.345,0.4732,4.606875,4.403425,111.15957437589,104.278614473566,9.02465753424658,9.40250000019258,8.8204698345845,0.16165000004129,0.151643600010165,"DOLD_WET_CAN",0.147619914771182,0.00763110478090485,0.302256853546569,NA,2,43,56,4.97,13.72,25.13,0.18,44,39.03,"WET",13.9,14.4947274118257,0.0420137026429731,"WET_CAN",0.141972580048828,14.8047039407293,89.4739105328367,0.565758521211867,85.0793927470722,19.1992217264938,8.33424657534247,7.01500000122257,0.178830000007511,19.0424802272459,25.1947804396131
"DOLD","PNM","UNDER",220.3259944,289.9661438,259.5,86.88188379,3.489963751,3.943333333,1.532,0.10836,0.17,0.1986,3.0624,3.5781,45.3872908969837,34.4867847982189,8.53150684931507,3.94333333325466,2.99627682912959,0.158399999986565,0.120357628834322,"DOLD_DRY_UNDER",0.069533329654179,0.00491816684159715,0.202863439989523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_UNDER",0.140489791370496,4.84504120134096,29.6417435968779,0.428162239882869,9.38085259463958,25.1059322035793,5.91780821917808,12.4500000010482,1.03500000034346,12.4521368353819,2.78666247687918
"DOLO","PNM","CAN",141.3323433,164.8211202,214,127.6761056,0.722208274,9.03375,1.639,0.0986,NA,NA,NA,NA,70.755212618059,60.6718361570752,7.03561643835616,9.03374999797375,7.74634376013663,0.0510999999813914,0.0438177020714121,"DOLO_DRY_CAN",0.115967793480999,0.00697646396414061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.0675379112833876,4.09764908777678,56.5741870692984,0.739705786460013,54.0577136229989,6.61412253407628,4.93150684931507,3.84666666597514,0.647499999994827,8.16684824320708,11.7040040507596
"DRSE","PNM","CAN",199.3770409,244.2187883,60,257.6948254,16.00000754,12.925,1.965,0.16717,0.45,0.1737,0.9094,1.7475,50.1562263882511,40.9468905714,1.97260273972603,12.9250000018432,10.5518018164698,0.802500000389965,0.655150557881955,"DRSE_DRY_CAN",0.0985569848529134,0.00838461636532394,0.0909930901586666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.777984390605701,31.856041708389,9.09084886301103,0.361765391840179,13.392569558653,27.5543210127469,8.94246575342466,15.1249999964373,0.799999999951822,2.33889709280378,4.36655197136494
"DUSM","PNSL","CAN",97.29651999,101.6176596,340,169.1337839,16.0539258,17.38333333,2.145,0.1054,0.291667,0.435133333,3.843066667,4.4826,102.778598875148,98.4080920517481,11.1780821917808,17.383333331694,16.6441329750917,1.65000000016958,1.57983620791833,"DUSM_WET_CAN",0.220460094587192,0.0108328643214406,0.337398787150237,NA,2,44,51.97,9.83,17.8,20.32,0.08,48.03,38.19,"WET",17.87,17.5855260496474,0.0602931632637473,"WET_CAN",0.668572312908038,65.7929257119044,32.6151663398437,0.30695520202879,11.0267204649997,87.3813715867483,18.1643835616438,13.350000000401,0.514000000005477,8.66862507122318,5.52071135902416
"FIIN","PNM","CAN",77.29680051,71.08590706,92,211.0202654,18.89906772,27.3,2.114,0.17449,0.4,0.67855,6.59805,5.805525,129.371460836937,140.674859667466,3.02465753424658,27.3000000009962,29.6852462221363,2.4449999993926,2.65862369935693,"FIIN_DRY_CAN",0.273491268209285,0.0225740262014371,0.351687149168664,NA,2,45,59.9,12.85,15.16,8.55,3.54,40.1,27.25,"DRY",18.7,26.3061987578161,0.0657654968945402,"DRY_CAN",0.898232711578107,126.358760649978,14.3160990174883,0.372145839751042,25.4865058712747,115.188353796191,17.2602739726027,14.1750000002218,1.03150000015366,3.77994549019469,8.33467129874997
"FINY","PNSL","CAN",106.323181,103.8182423,233.5,198.5585405,2.153044415,18.675,1.55,0.09748,0.2475,0.523875,5.59455,4.92475,94.0528669848582,96.3221855664185,7.67671232876712,18.6749999983541,19.1255925838382,0.202499999976487,0.207385943674371,"FINY_WET_CAN",0.14578194382653,0.00916827347368398,0.389180547743105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.338673336608859,32.6217559752367,63.7004295911818,0.681169105605105,64.2961475482267,32.0260380181918,5.68767123287671,11.3249999960762,1.19663636377415,10.9716145277973,11.0472747087572
"FIPA","PNSL","CAN",91.51877364,110.2973746,245,225.1361831,6.21412473,24.6,1.977,0.1324,0.2,0.4389,4.0147,6.3929,109.267198436642,90.6639893856549,8.05479452054795,24.5999999940559,20.4117445149053,0.678999999982954,0.563397338561855,"FIPA_WET_CAN",0.216021251309241,0.0144669770730114,0.453319946928274,NA,2,46,60.69,11.27,15.05,12.14,0.84,39.31,28.04,"WET",15.9,14.4155743123191,0.0720778715615956,"WET_CAN",0.601736927176843,54.5558703785179,36.108119007137,0.572912130720359,28.4537885358814,62.2102008497735,5.55616438356164,10.0200000032082,0.907500000121086,7.08323045624865,7.11054673375305
"FORM","PNSL","CAN",109.1106708,108.7289094,218,150.8455024,15.33004925,13.825,2.046,0.1139,NA,NA,NA,NA,91.6500643491599,91.9718596938304,7.16712328767123,13.8250000017414,13.8735413821782,1.40500000023829,1.40993313872051,"FORM_WET_CAN",0.187516031658381,0.0104389423293693,NA,NA,2,47,63.34,10.79,12.25,13.6,0.03,36.66,25.88,"WET",12.28,11.2941443704024,NA,"WET_CAN",0.740661702837488,68.120034213963,23.8518254798674,0.916348185101269,90.5589581641659,1.41290152966452,3.15616438356164,5.0224999989652,1.34000000005211,8.06406388059457,9.9675532550366
"FORS","PNM","CAN",125.6437546,98.79399925,107,219.8765706,18.77676111,17.5,2.862,0.16439,NA,NA,NA,NA,79.5901080148078,101.220722674611,3.51780821917808,17.5000000039795,22.2560653753472,1.49444444491314,1.90059732904274,"FORS_DRY_CAN",0.22778688913838,0.0130838178565542,NA,NA,3,49,63.02,14.44,9.47,12.94,0.14,36.98,22.54,"DRY",9.6,9.71718937676268,NA,"DRY_CAN",0.824368434355313,83.4431686755824,17.7775539990286,0.675545184632081,74.2096295925954,27.0110930820156,8.28493150684931,2.21749999981705,0.12224999998524,4.46777916021005,24.6636449860729
"FORV","PNSL","CAN",74.46374252,69.37264655,305,86.68820691,8.86118536,11.64166667,1.551,0.0798,0.32,0.4267,3.0579,3.0422,134.293545577757,144.14903419884,10.027397260274,11.6416666657221,12.4960213025057,1.19000000001612,1.2773313115009,"FORV_WET_CAN",0.208289289191101,0.010716624937105,0.450465731871375,NA,3,50,59,8.11,12.92,19.89,0.08,41,32.89,"WET",13,18.7393744458492,0.0585605451432788,"WET_CAN",0.688728393852283,99.2795327991248,44.8695013997152,0.227571428805003,9.35995511511629,134.789079083724,13.841095890411,13.8250000029258,0.199000000009357,15.1196142841038,6.37663573470158
"GOUL","PNM","CAN",253.8095238,270.1239596,92,240.9921429,12.30075167,9.495,3.396,0.17882,0.19,0.3596,1.4943,2.2376,39.3996247669568,37.0200407798257,3.02465753424658,9.49500000204484,8.92153895777559,0.484645000149518,0.45537432844591,"GOUL_DRY_CAN",0.133801125708585,0.00704544090082722,0.19484231989382,NA,3,51,60.45,16.42,13.7,9.28,0.16,39.55,23.13,"DRY",13.85,5.12727564800586,0.026985661305294,"DRY_CAN",0.577895214437523,21.3937044049432,15.6263363748825,0.708911720595726,76.5333152525518,-39.5132744727261,8.81095890410959,5.98166666565197,1.17850000004575,3.35879239953747,15.1167911701483
"GUA?","PNSL","CAN",99.76420005,109.4779388,304,150.1451211,10.4253589,15.05,2.273,0.19458,0.29,0.3891,4.1956,5.7359,100.236357280349,91.3426039036825,9.99452054794521,15.0500000024809,13.7146463247078,1.04499999947627,0.952279428556432,"GUA?_WET_CAN",0.227837240098233,0.0195039903996103,0.314974496219595,NA,3,52,58.21,7.75,14.13,19.76,0.14,41.79,34.04,"WET",14.28,13.0437238374459,0.0449783580601582,"WET_CAN",0.612825377264511,55.977065697597,35.3655382060855,0.433840259743063,58.2742781524008,33.0683257512817,17.9013698630137,4.11166666691808,0.0559999999932473,9.19074731785801,33.5632689363556
"GUAD","PNSL","CAN",127.4428699,136.2104601,211.5,223.0250223,6.550563513,17.5,2.095,0.10961,0.2,1.012425,2.005975,NA,78.4665317710332,73.415800759049,6.95342465753425,17.4999999980383,16.3735606014593,0.514000000010985,0.480914865729904,"GUAD_WET_CAN",0.164387384060315,0.00860071654742295,0.367079003795245,NA,3,54,57.84,11.48,14.54,15.53,0.6,42.16,30.68,"WET",15.15,11.1224938149959,0.0556124690749797,"WET_CAN",0.562977778964154,41.3314644522042,32.0843363068448,0.503084423516729,17.9057517686265,55.5100489904225,6.95342465753425,6.30500000047691,0.491999999974548,7.12970450574568,6.84841359376753
"GUAD","PNSL","UNDER",290.2665374,259.3132863,639,115.6712152,13.59898728,3.985,2.069,0.1312,0.15375,1.084675,4.072975,5.795466667,34.4510948095252,38.5633923455468,21.0082191780822,3.9850000015882,4.46067445484377,0.468500000096808,0.52442308198074,"GUAD_WET_UNDER",0.0712793151609077,0.00451998363900971,0.250818812003556,NA,3,53,56.02,11.43,17.59,13.47,1.48,43.98,32.55,"WET",19.08,7.35789525953032,0.0478562293302785,"WET_UNDER",0.30301570775698,11.685313625096,26.8780787204508,0.692797905830772,37.530623139281,1.03276920626575,7.98904109589041,3.20666666597915,0.779000000007728,20.9651991138982,12.9783755087699
"GUAU","PNM","CAN",127.7546628,175.731909,201,247.5246593,13.47811693,19.375,2.292,0.15163,NA,NA,NA,NA,78.2750295044417,56.9048618256346,6.60821917808219,19.3750000097844,14.0853565359038,1.05500000036007,0.766970381571397,"GUAU_DRY_CAN",0.17940636762418,0.0118688427237585,NA,NA,3,55,44.46,33.72,11.79,9.65,0.39,55.54,21.82,"DRY",12.17,6.92532168417974,NA,"DRY_CAN",0.595798403824031,33.9038258455401,23.0010359800945,0.294183205525045,11.3447023761329,45.5601594495017,4.94794520547945,12.8999999977861,0.163999999998372,3.54061385342107,4.9594854341582
"HAVF","PNSL","CAN",57.61182318,60.0114826,552.5,86.27370521,5.64307808,14.975,0.774,0.05365,0.455,0.5632,3.216225,NA,173.575482392849,166.634776658559,18.1643835616438,14.9749999996442,14.3761995991747,0.97949999991651,0.94033305552761,"HAVF_WET_CAN",0.134347423372065,0.00931232463037633,0.366230278370459,NA,3,56,61.95,7.38,13.03,17.58,0.06,38.05,30.67,"WET",13.09,21.8124922646054,0.0479395434386931,"WET_CAN",0.49937244458141,83.2128157722618,83.4219608862972,0.291933313205787,15.3985920998996,151.236184558659,25.7095890410959,15.5250000017297,0.631000000087002,19.0403134019429,7.61375469400638
"HEIS","PNSL","CAN",129.5667019,146.0168144,335,98.69743517,10.6698179,7.6175,1.863,0.09943,0.17,0.37515,5.754675,4.574525,77.1803237510671,68.4852634341542,11.013698630137,7.61749999982056,6.75931984789281,0.823499999886931,0.730725289675954,"HEIS_WET_CAN",0.143786943148238,0.0076740395905686,0.402854490789142,NA,3,58,69.88,15.43,8.39,6.21,0.09,30.12,14.69,"WET",8.48,5.80755033921628,0.0341620608189193,"WET_CAN",0.495190129022353,33.9132264360887,34.5720369980655,0.420874409294709,25.2495690431528,43.2356943910014,9.22191780821918,8.97249999863958,0.33949999991733,11.3276315407524,10.1636567843075
"HEIS","PNSL","UNDER",287.348525,316.7018602,968,73.17809103,18.13169193,2.546666667,1.777,0.09311,NA,NA,NA,NA,34.8009442540204,31.5754381539941,31.8246575342466,2.54666666655066,2.31063028754512,0.631000000087002,0.57251611716299,"HEIS_WET_UNDER",0.0618412779393943,0.00324031591949184,NA,NA,3,57,69.7,12.7,10.92,6.36,0.32,30.3,17.6,"WET",11.24,3.54907924850894,NA,"WET_UNDER",0.356241629330248,11.2484855347953,20.3269526191987,0.43521763101695,17.2722546431729,14.3031835108212,9.02465753424658,7.34000000049661,0.364900000045853,33.3339634552528,7.55970022516192
"LACP","PNSL","CAN",113.9312682,125.4043606,572,118.2891392,9.581619652,10.3825,1.152,0.06384,0.31875,0.717425,1.60095,NA,87.772217039185,79.7420436749948,18.8054794520548,10.3824999992408,9.43261770436394,0.840999999682265,0.764057932766973,"LACP_WET_CAN",0.101113594029141,0.00560337833578157,0.250171117411749,NA,3,59,50.28,18.14,9.1,22.45,0.03,49.72,31.58,"WET",9.13,7.28044858752703,0.0228406230196926,"WET_CAN",0.433004212368294,34.5286408141292,45.2134028608656,0.471755455429294,42.7580773863628,36.983966288632,9.5013698630137,16.9000000054922,1.04849999973955,11.7262762607396,10.9800395703969
"LICH","PNSL","UNDER",210.0271116,256.042964,1368,92.13189294,2.567581439,4.386666667,1.801,0.05751,NA,NA,NA,NA,47.6129006575359,39.0559453139279,44.9753424657534,4.38666666594295,3.5982981723333,0.12224999998524,0.10027932027064,"LICH_WET_UNDER",0.0857508340842221,0.00273821791681489,NA,NA,3,60,50.52,7.88,20.34,20.02,1.24,49.48,41.6,"WET",21.58,8.42827299874563,NA,"WET_UNDER",0.0924833108333425,3.61202313035802,35.4439221835699,0.614127577052522,56.4824553507866,-17.4265100368587,9.92876712328767,9.03374999797375,1.15900000022875,19.4761490096927,13.6651762388068
"LONL","PNSL","CAN",69.70933298,79.37248752,285,121.6427861,3.617914382,17.45,2.104,0.07998,0.24,0.515625,3.92375,5.07725,143.452814314965,125.988239910967,9.36986301369863,17.4500000071583,15.3255605186052,0.519000000048487,0.455814665136754,"LONL_WET_CAN",0.301824721318686,0.0114733560889109,0.524950999629029,NA,3,61,59.05,13.46,14.2,13.12,0.16,40.95,27.49,"WET",14.37,18.104510075206,0.0754354586466915,"WET_CAN",0.50657940879231,63.8230480888814,62.1651918220856,0.307985503182185,17.7605034056163,108.227736505351,8.31780821917808,15.0500000024809,0.300666666615141,12.9172067551411,8.18723211076749
"LUE1","PNM","CAN",95.65074329,101.188022,186,147.8601073,34.29079147,15.45833333,1.763,0.1544,0.2275,0.680725,2.90895,3.354125,104.547018204358,98.825926254394,6.11506849315068,15.4583333295914,14.6124120599966,3.58500000005593,3.38881922901902,"LUE1_DRY_CAN",0.184316393094283,0.0161420596107529,0.43439967584349,NA,3,62,59.02,9.08,15.89,15.97,0.03,40.98,31.89,"DRY",15.92,15.7330874596995,0.0691564283942836,"DRY_CAN",0.804174466059599,79.4732864784726,19.3526397759214,0.835047288463074,42.2123375544853,56.6135886999087,5.53972602739726,2.13391111084359,1.21449999976209,5.35571259377963,12.0409316380775
"LUE1","PNM","UNDER",235.9264255,393.3870841,180,88.8262992,2.637657437,3.765,2.257,0.22478,0.13,0.3014,3.2823,2.9852,42.3860954906046,25.4202550215349,5.91780821917808,3.76499999996821,2.25798717828316,0.111799999996185,0.0670499247079882,"LUE1_DRY_UNDER",0.0956654175222945,0.00952754654437809,0.195540423242576,NA,3,63,56.13,10.13,16.84,16.74,0.17,43.87,33.74,"DRY",17,4.32144335366094,0.033241871951238,"DRY_UNDER",0.128137559300354,3.25728943525205,22.1629655862828,0.684436647003482,47.7606245729343,-22.3403695513994,9.5013698630137,2.17500000023329,0.515450000008192,9.28343370513541,17.3911200708331
"MACR","PNM","CAN",224.1964497,247.8643932,180,279.1245799,23.12586379,12.45,4.442,0.2687,NA,NA,NA,NA,44.6037393249586,40.3446411600196,5.91780821917808,12.4500000010482,11.2611810150067,1.03150000015366,0.933004676123041,"MACR_DRY_CAN",0.198129810081466,0.0119850247566164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.586548705003352,23.6640970262344,16.6805441337852,0.640219256235163,88.2009722530804,-47.8563310930608,32.9095890410959,4.61166666627272,2.03500000016317,3.23869659216854,29.1604186496174
"MANB","PNSL","CAN",56.3680725,67.0559825,427,79.90174277,3.988041129,14.175,1.307,0.07073,0.3875,1.06005,3.3737,NA,177.405392032875,149.129125056068,14.0383561643836,14.1750000002218,11.9156769897451,0.707499999933473,0.594733084255383,"MANB_WET_CAN",0.231868847386967,0.0125478833784852,0.384849354983401,NA,3,65,61.96,8.1,14.06,15.88,0,38.04,29.94,"WET",14.06,20.9675549828831,0.0541098193106662,"WET_CAN",0.473454070439182,70.6057912788293,78.5233337772387,0.292893223865143,11.8166720150405,137.312453041028,10.4547945205479,14.949999997889,0.326000000033921,17.7159289064531,5.81320559180736
"MARP","PNSL","CAN",106.9717521,124.945419,356.5,176.4231621,12.99171929,16.4925,1.422,0.09898,0.35,0.6535,3.9472,5.5051,93.4826232504048,80.0349470995811,11.7205479452055,16.4924999952394,14.1200184458143,1.21449999976209,1.03979156610776,"MARP_WET_CAN",0.132932290262076,0.00925291004932507,0.228671277427375,"68 rerun",6,141,45.82,13.83,24.39,15.86,0.09,54.18,40.35,"WET",24.49,19.6005585446874,0.0560015958419641,"WET_CAN",0.596707928638616,47.7574875024923,32.2774595970888,0.591096406521158,33.6362593387156,46.3986877608655,8.90958904109589,11.0174999993874,2.24500000041723,7.8836053314472,8.2581442019029
"MICB","PNSL","CAN",110.2901854,119.6390729,189,135.7672182,14.22743391,12.31,2.225,0.10103,0.18,0.2657,1.7787,1.8293,90.6698992637653,83.5847332949368,6.21369863013699,12.3099999975156,11.3480667234425,1.28999999940158,1.18919626883869,"MICB_WET_CAN",0.201740525861878,0.00916037992261821,0.464359629416315,NA,3,69,69.16,4.06,7.67,19,0.1,30.84,26.78,"WET",7.78,6.50289225034608,0.0361271791685894,"WET_CAN",0.749980499709838,62.6869200446503,20.8978132502865,0.539400351492242,69.1830735154558,14.401659779481,10.158904109589,12.1500000018483,0.840999999682265,7.63816812327502,16.8947505868127
"MIKL","PNM","CAN",131.6252343,126.8645936,213,192.1728421,2.790454968,14.6,1.8825,0.132725,0.37,0.935,2.5139,3.3653,75.9732740699858,78.8241992208613,7.0027397260274,14.6000000016714,15.1478703905295,0.212000000063818,0.219955378314474,"MIKL_DRY_CAN",0.143019688436748,0.0100835528009389,0.213038376272598,NA,3,70,53.57,12.79,18.89,12.02,2.72,46.43,33.64,"DRY",21.62,17.0417918715502,0.0460588969501357,"DRY_CAN",0.289332080410213,22.8063695472409,56.0178296736204,0.990919445332756,109.770209709333,-30.9460104884718,1.11780821917808,3.17333333328947,1.87000000018476,7.29961890198751,5.2440447750319
"NECP","PNSL","CAN",71.95198836,79.90104056,462,70.09922466,7.411054801,9.7425,1.342,0.06792,0.26,0.8545,3.8077,5.743625,138.981565734732,125.154815630852,15.1890410958904,9.74250000003753,8.77325553818795,1.02999999998888,0.927529197249293,"NECP_WET_CAN",0.18651326121601,0.00943962794470299,0.481364675503276,NA,3,71,51.99,23.54,11.33,13.02,0.12,48.01,24.47,"WET",11.45,14.3302263897325,0.055116255345125,"WET_CAN",0.511352957365152,63.9982851013265,61.1565305295255,0.473317778257332,42.4754205716871,82.6793950591649,28.1424657534247,8.38250000098999,1.22600000008453,17.9472780189853,16.1627163115031
"OCOI","PNSL","CAN",73.80306997,77.96709861,429,104.6158517,5.203116433,14.175,1.629,0.07716,0.3,0.454425,4.53315,5.268325,135.495718593615,128.259229576069,14.1041095890411,14.1750000023746,13.4179485404863,0.705000000015582,0.667347705091164,"OCOI_WET_CAN",0.220722525588999,0.0104548496466833,0.427530765253563,NA,4,73,56.73,9.65,14.5,19.03,0.09,43.27,33.62,"WET",14.59,18.7130215951485,0.0623767386504949,"WET_CAN",0.466395965798423,59.8195872506923,68.4396423253767,0.238876409793961,16.397617280154,111.861612295915,34.5205479452055,10.5274999993846,0.210500000020219,15.4070999883341,12.1844245170427
"OCOI","PNSL","UNDER",146.4500942,207.9669413,1128,106.8109353,11.55491243,7.293333333,1.305,0.10188,NA,NA,NA,NA,68.2826464170345,48.0845654481913,37.0849315068493,7.29333332856265,5.13595740901537,0.788999999837487,0.555612942988454,"OCOI_WET_UNDER",0.0891088535742301,0.00695663601696748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_UNDER",0.404424220183944,19.4465628842686,28.6380025639227,0.580848181166373,36.6458094397931,11.4387560083982,7.03561643835616,7.86349999915479,0.692499999935377,17.5797876717212,10.2644454177195
"ODOP","PNSL","CAN",121.1701584,123.6251678,259,165.0943408,13.86792463,13.625,1.75,0.08671,0.32,0.4714,4.698,6.1042,82.5285708300271,80.8896778702694,8.51506849315068,13.6249999983494,13.3544280455165,1.14450000009243,1.12177195604987,"ODOP_WET_CAN",0.144424998952547,0.00715605237667165,0.252780243344592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.647903405354261,52.4086977501568,28.4809801201126,0.271950656341876,4.82742751909419,76.0622503511752,19.9890410958904,10.2699999990886,0.320999999974914,8.23627502115555,3.1575506962306
