"sp","site","strata","SLA.leaf","SLA.disc","LL","Amass","Rmass","Amax","LMA.leaf","LMA","Aarea","Aarea.disc","Rarea","Rarea.disc","sp.site.strata","site2","sp_site_strata","site_strata","LMAp","LMAs","preLL","LMA_ra","LMAp_ra","LMAs_ra","preLL_ra","LMA_all","LMAp_all","LMAs_all","LL_all","Aarea_all","Rarea_all","preLL_all","LMAp_pot","LMAs_pot","preLL_pot","LMAp_pot_all","LMAs_pot_all","preLL_pot_all","ADF","NPE","Lig","LT","LD","Narea","Parea","LAMTUF","MDRBTUF","VEINTUF","cell_mass","cell_area","cell_vol"
"DUSM","PNSL","CAN",97.29651999,101.6176596,11.1780821917808,169.1337839,16.0539258,17.38333333,102.778598875148,98.4080920517481,17.383333331694,16.6441329750917,1.65000000016958,1.57983620791833,"DUSM.PNSL.CAN","WET","DUSM_WET_CAN","WET_CAN",70.2326341638035,28.1754578879445,8.04749499702685,98.4080920517481,64.0252193868236,34.3828726649244,7.5871324289455,88.2964697293994,41.1045084196885,47.1919613097109,7.98904109589041,17.383333331694,1.65000000016958,13.7689651766913,74.6288043060711,23.7792877456769,8.77677277320376,69.2955735264686,19.0008962029308,8.9247522072531,38.19,51.97,20.32,0.291667,0.337398787150237,0.220460094587192,0.0108328643214406,0.435133333,3.843066667,4.4826,17.87,17.5855260496474,0.0602931632637473
"FINY","PNSL","CAN",106.323181,103.8182423,7.67671232876712,198.5585405,2.153044415,18.675,94.0528669848582,96.3221855664185,18.6749999983541,19.1255925838382,0.202499999976487,0.207385943674371,"FINY.PNSL.CAN","WET","FINY_WET_CAN","WET_CAN",60.7903756619602,35.5318099044584,8.04495607511712,48.7659521731962,10.8586838724608,37.9072683007354,7.39183779137055,83.5847332949368,36.0081284282425,47.5766048666943,8.28493150684931,18.6749999983541,0.202499999976487,9.00304381071648,64.5945064540093,31.7276791124092,8.6512510874495,9.08762943094743,74.4971038639894,8.99998814338676,NA,NA,NA,0.2475,0.389180547743105,0.14578194382653,0.00916827347368398,0.523875,5.59455,4.92475,NA,NA,NA
"FIPA","PNSL","CAN",91.51877364,110.2973746,8.05479452054795,225.1361831,6.21412473,24.6,109.267198436642,90.6639893856549,24.5999999940559,20.4117445149053,0.678999999982954,0.563397338561855,"FIPA.PNSL.CAN","WET","FIPA_WET_CAN","WET_CAN",69.9921015999416,20.6718877857132,5.27011698479118,67.9804169112118,26.0296080689013,41.9508088423105,6.34384588470224,83.0545874648243,22.9451102361171,60.1094772287072,10.586301369863,24.5999999940559,0.678999999982954,13.1338691360174,73.6018476730072,17.0621417126477,8.45552739614892,32.9821207941753,50.072466670649,9.00043052149272,28.04,60.69,12.14,0.2,0.453319946928274,0.216021251309241,0.0144669770730114,0.4389,4.0147,6.3929,15.9,14.4155743123191,0.0720778715615956
"FORM","PNSL","CAN",109.1106708,108.7289094,7.16712328767123,150.8455024,15.33004925,13.825,91.6500643491599,91.9718596938304,13.8250000017414,13.8735413821782,1.40500000023829,1.40993313872051,"FORM.PNSL.CAN","WET","FORM_WET_CAN","WET_CAN",72.498332418732,19.4735272750984,7.22644384457714,105.239260949885,68.1501377428897,37.0891232069957,8.26943895153317,34.4867847982189,27.5987292397367,6.88805555848219,9.13972602739726,13.8250000017414,1.40500000023829,2.20986706204127,60.9291177101052,31.0427419837252,8.96669501001099,28.0037147690151,6.4830700292038,8.92369680643714,25.88,63.34,13.6,NA,NA,0.187516031658381,0.0104389423293693,NA,NA,NA,12.28,11.2941443704024,NA
"FORV","PNSL","CAN",74.46374252,69.37264655,10.027397260274,86.68820691,8.86118536,11.64166667,134.293545577757,144.14903419884,11.6416666657221,12.4960213025057,1.19000000001612,1.2773313115009,"FORV.PNSL.CAN","WET","FORV_WET_CAN","WET_CAN",98.816605434318,45.3324287645221,15.0727338658842,63.7297327874823,41.2053192509732,22.5244135365091,9.04636398884305,79.1286628909286,19.2783768543442,59.8502860365843,5.91780821917808,11.6416666657221,1.19000000001612,20.0106029902144,66.9084148882042,77.240619310636,10.1626131282208,56.3137688073102,22.8148940836184,8.87909395339267,32.89,59,19.89,0.32,0.450465731871375,0.208289289191101,0.010716624937105,0.4267,3.0579,3.0422,13,18.7393744458492,0.0585605451432788
"GUA?","PNSL","CAN",99.76420005,109.4779388,9.99452054794521,150.1451211,10.4253589,15.05,100.236357280349,91.3426039036825,15.0500000024809,13.7146463247078,1.04499999947627,0.952279428556432,"GUA?.PNSL.CAN","WET","GUA?_WET_CAN","WET_CAN",60.2879490817773,31.0546548219053,8.64922992045436,94.3908744820573,51.6237304288859,42.7671440531715,8.22645702750001,75.2393227991756,29.1069229987201,46.1323998004555,40.9808219178082,15.0500000024809,1.04499999947627,7.59535204861923,64.3988942364539,26.9437096672287,8.94979178920065,46.8621071152345,28.3772156839411,9.14938451593515,34.04,58.21,19.76,0.29,0.314974496219595,0.227837240098233,0.0195039903996103,0.3891,4.1956,5.7359,14.28,13.0437238374459,0.0449783580601582
"GUAD","PNSL","CAN",127.4428699,136.2104601,6.95342465753425,223.0250223,6.550563513,17.5,78.4665317710332,73.415800759049,17.4999999980383,16.3735606014593,0.514000000010985,0.480914865729904,"GUAD.PNSL.CAN","WET","GUAD_WET_CAN","WET_CAN",52.1279505666291,21.2878501924199,5.76962750816117,29.8992194633849,12.5208092314446,17.3784102319403,7.13988637047537,115.303002367384,29.7244955249399,85.5785068424441,9.20547945205479,17.4999999980383,0.514000000010985,17.143541129582,54.7980970433749,18.6177037156741,8.41228286473114,33.7958926856478,81.5071096817362,8.99372881571024,30.68,57.84,15.53,0.2,0.367079003795245,0.164387384060315,0.00860071654742295,1.012425,2.005975,NA,15.15,11.1224938149959,0.0556124690749797
"HAVF","PNSL","CAN",57.61182318,60.0114826,18.1643835616438,86.27370521,5.64307808,14.975,173.575482392849,166.634776658559,14.9749999996442,14.3761995991747,0.97949999991651,0.94033305552761,"HAVF.PNSL.CAN","WET","HAVF_WET_CAN","WET_CAN",85.3740389450531,81.260737713506,19.0198359701518,34.4867847982189,20.1189731475375,14.3678116506815,7.97321701012463,128.259229576069,26.3478533632836,101.911376212785,10.158904109589,14.9749999996442,0.97949999991651,7.84614317261153,99.4845067803652,67.1502698781938,10.1410963688621,70.4896938631857,57.7695357128833,8.99113511677915,30.67,61.95,17.58,0.455,0.366230278370459,0.134347423372065,0.00931232463037633,0.5632,3.216225,NA,13.09,21.8124922646054,0.0479395434386931
"HEIS","PNSL","CAN",129.5667019,146.0168144,11.013698630137,98.69743517,10.6698179,7.6175,77.1803237510671,68.4852634341542,7.61749999982056,6.75931984789281,0.823499999886931,0.730725289675954,"HEIS.PNSL.CAN","WET","HEIS_WET_CAN","WET_CAN",28.8369714371989,39.6482919969554,12.2483785731021,110.776118307449,60.2789784675308,50.4971398399182,11.9050297860133,49.8660180628271,46.7544038812612,3.11161418156587,9.99452054794521,7.61749999982056,0.823499999886931,5.54692842717481,31.2478676033465,37.2373958308077,9.32779380866476,31.4196286508977,18.4463894119294,8.97873052178416,14.69,69.88,6.21,0.17,0.402854490789142,0.143786943148238,0.0076740395905686,0.37515,5.754675,4.574525,8.48,5.80755033921628,0.0341620608189193
"LACP","PNSL","CAN",113.9312682,125.4043606,18.8054794520548,118.2891392,9.581619652,10.3825,87.772217039185,79.7420436749948,10.3824999992408,9.43261770436394,0.840999999682265,0.764057932766973,"LACP.PNSL.CAN","WET","LACP_WET_CAN","WET_CAN",25.8638547748243,53.8781889001706,13.0400903264012,90.6639893856549,45.3744818777354,45.2895075079195,10.2875973215818,116.491627787367,57.0449599877347,59.4466677996318,11.7205479452055,10.3824999992408,0.840999999682265,14.5717762376149,49.9097457969471,29.8322978780477,9.171834529002,61.0288403831654,55.4627874042011,9.02430450011511,31.58,50.28,22.45,0.31875,0.250171117411749,0.101113594029141,0.00560337833578157,0.717425,1.60095,NA,9.13,7.28044858752703,0.0228406230196926
"LONL","PNSL","CAN",69.70933298,79.37248752,9.36986301369863,121.6427861,3.617914382,17.45,143.452814314965,125.988239910967,17.4500000071583,15.3255605186052,0.519000000048487,0.455814665136754,"LONL.PNSL.CAN","WET","LONL_WET_CAN","WET_CAN",85.6660128151733,40.3222270957937,10.4129133050518,41.0476553336682,15.7389760502675,25.3086792834007,7.40432439970502,62.1200138939114,48.5232879030256,13.5967259908858,2.95890410958904,17.4500000071583,0.519000000048487,2.48010246663125,80.6559662949701,45.332273615997,9.48954722665448,22.1987388101022,39.9212750838092,8.90632822711898,27.49,59.05,13.12,0.24,0.524950999629029,0.301824721318686,0.0114733560889109,0.515625,3.92375,5.07725,14.37,18.104510075206,0.0754354586466915
"MANB","PNSL","CAN",56.3680725,67.0559825,14.0383561643836,79.90174277,3.988041129,14.175,177.405392032875,149.129125056068,14.1750000002218,11.9156769897451,0.707499999933473,0.594733084255383,"MANB.PNSL.CAN","WET","MANB_WET_CAN","WET_CAN",79.540226044323,69.5888990117449,16.91937037166,68.3512890825511,30.4091827156274,37.9421063669237,8.52658920202045,50.5508348301785,9.66727573777311,40.8835590924054,6.95342465753425,14.1750000002218,0.707499999933473,24.2782849775965,82.6121427236403,66.5169823324276,10.0601737553279,25.6514327877613,24.8994020424172,8.94760410902247,29.94,61.96,15.88,0.3875,0.384849354983401,0.231868847386967,0.0125478833784852,1.06005,3.3737,NA,14.06,20.9675549828831,0.0541098193106662
"MARP","PNSL","CAN",106.9717521,124.945419,11.7205479452055,176.4231621,12.99171929,16.4925,93.4826232504048,80.0349470995811,16.4924999952394,14.1200184458143,1.21449999976209,1.03979156610776,"MARP.PNSL.CAN","WET","MARP_WET_CAN","WET_CAN",49.7829741043646,30.2519729952165,7.66782125337261,48.0845654481913,30.0861102438873,17.9984552043039,7.50881994282253,95.1148885748151,61.9817854602604,33.1331031145547,12.9369863013699,16.4924999952394,1.21449999976209,5.85076432087368,61.4906844043398,18.5442626952413,8.59682184681391,63.8207179072829,31.2941706675322,8.99853756052605,40.35,45.82,15.86,0.35,0.228671277427375,0.132932290262076,0.00925291004932507,0.6535,3.9472,5.5051,24.49,19.6005585446874,0.0560015958419641
"MICB","PNSL","CAN",110.2901854,119.6390729,6.21369863013699,135.7672182,14.22743391,12.31,90.6698992637653,83.5847332949368,12.3099999975156,11.3480667234425,1.28999999940158,1.18919626883869,"MICB.PNSL.CAN","WET","MICB_WET_CAN","WET_CAN",66.2980496960819,17.2866835988549,6.87696796804864,68.6447744852557,45.9565369555316,22.6882375297241,8.4587712403677,63.7297327874823,6.83997182635464,56.8897609611277,1.15068493150685,12.3099999975156,1.28999999940158,14.2854638882507,51.7405313966217,31.8442018983151,8.94347387664039,47.7002118819284,16.0295209055539,8.589514408781,26.78,69.16,19,0.18,0.464359629416315,0.201740525861878,0.00916037992261821,0.2657,1.7787,1.8293,7.78,6.50289225034608,0.0361271791685894
"NECP","PNSL","CAN",71.95198836,79.90104056,15.1890410958904,70.09922466,7.411054801,9.7425,138.981565734732,125.154815630852,9.74250000003753,8.77325553818795,1.02999999998888,0.927529197249293,"NECP.PNSL.CAN","WET","NECP_WET_CAN","WET_CAN",56.8737296209039,68.2810860099477,19.1554852104449,54.4984687401743,34.0979706935807,20.4004980465936,10.1643526736517,144.14903419884,116.183768606819,27.9652655920209,13.841095890411,9.74250000003753,1.02999999998888,3.35336376268588,56.7082909577559,68.4465246730958,10.0875650983934,86.6701943777545,57.4788398210856,9.04616146729721,24.47,51.99,13.02,0.26,0.481364675503276,0.18651326121601,0.00943962794470299,0.8545,3.8077,5.743625,11.45,14.3302263897325,0.055116255345125
"OCOI","PNSL","CAN",73.80306997,77.96709861,14.1041095890411,104.6158517,5.203116433,14.175,135.495718593615,128.259229576069,14.1750000023746,13.4179485404863,0.705000000015582,0.667347705091164,"OCOI.PNSL.CAN","WET","OCOI_WET_CAN","WET_CAN",66.0211040550892,62.2381255209798,14.8839227062904,85.5958166530554,36.602923191802,48.9928934612534,8.65281342415005,78.8241992208613,43.6210530273024,35.2031461935589,24.5917808219178,14.1750000023746,0.705000000015582,52.0065852525859,76.1001183798447,52.1591111962243,9.78077945476586,36.0991937667709,42.7250054540904,9.07514341839391,33.62,56.73,19.03,0.3,0.427530765253563,0.220722525588999,0.0104548496466833,0.454425,4.53315,5.268325,14.59,18.7130215951485,0.0623767386504949
"ODOP","PNSL","CAN",121.1701584,123.6251678,8.51506849315068,165.0943408,13.86792463,13.625,82.5285708300271,80.8896778702694,13.6249999983494,13.3544280455165,1.14450000009243,1.12177195604987,"ODOP.PNSL.CAN","WET","ODOP_WET_CAN","WET_CAN",56.2101684005834,24.679509469686,7.67984733477791,73.0800199383341,44.6062757514676,28.4737441868666,8.36040976508203,29.8992194633849,2.86355001108717,27.0356694522977,6.60821917808219,13.6249999983494,1.14450000009243,13.5854671892117,55.6997060579279,25.1899718123415,8.80982880276899,22.9408670831735,6.95835238021135,8.86978050781891,33.94,57.94,17.99,0.32,0.252780243344592,0.144424998952547,0.00715605237667165,0.4714,4.698,6.1042,15.95,12.901903620308,0.0403184488134624
"OMPD","PNSL","CAN",108.0054018,141.2307836,11.013698630137,167.6783862,10.96794855,15.525,92.5879616513773,70.8060930138463,15.5249999912504,11.8726514096888,1.01549999974168,0.776597585202381,"OMPD.PNSL.CAN","WET","OMPD_WET_CAN","WET_CAN",42.3246502435365,28.4814427703098,7.18807526910649,80.8896778702694,43.7163987380548,37.1732791322146,8.05913542139847,99.332544601805,53.6818829385375,45.6506616632675,10.4547945205479,15.5249999912504,1.01549999974168,3.2755816040863,54.1062769352501,16.6998160785962,8.49117310525284,58.8566333220788,40.4759112797262,9.00250950841217,28.13,54.81,12.71,0.39,0.181554084650888,0.188509089922204,0.0125382617668295,0.2815,2.2442,3.4617,15.42,10.9182995427351,0.0279956398531669
"PAUF","PNSL","CAN",177.2106667,205.0611042,19.6931506849315,98.30761733,6.016302133,5.5475,56.430011726828,48.7659521731962,5.54749999876841,4.79406456497565,0.33949999991733,0.293390702077376,"PAUF.PNSL.CAN","WET","PAUF_WET_CAN","WET_CAN",5.76755077642519,42.998401396771,12.3718973481305,127.438174343663,40.7292576565483,86.7089166871151,14.5181229287717,115.207012626158,28.8129245864528,86.3940880397053,14.0383561643836,5.54749999876841,0.33949999991733,13.1356315450206,18.4181513949785,30.3478007782177,9.20648940817713,25.7855851953684,89.4214274307898,9.04901985701844,28.41,63.14,14.26,0.22,0.221663418969074,0.106483432128524,0.00794873145184099,0.3197,2.8324,3.7543,14.15,6.90038223250726,0.0313653737841239
"PERA","PNSL","CAN",104.2205162,114.6056883,7.85753424657534,139.6554917,14.06976969,13.4,95.9503979121531,87.2557038689327,13.3999999992324,12.1857382274454,1.35000000028785,1.22766765757472,"PERA.PNSL.CAN","WET","PERA_WET_CAN","WET_CAN",65.0352014216803,22.2205024472524,7.66369647847919,40.3446411600196,28.2271458719847,12.1174952880349,7.95932408334515,41.7879433747542,16.8322640518685,24.9556793228858,7.0027397260274,13.3999999992324,1.35000000028785,10.2383897562252,58.5915002232747,28.664203645658,8.93765733605615,33.2570129307499,8.53093044400431,8.85980829175515,27.02,64.17,15.04,0.295,0.295782047013331,0.205621702725744,0.00984451082578691,0.376275,3.2306,2.920175,11.98,10.4532333234981,0.0354346892321971
"PERX","PNSL","CAN",93.8464221,111.4333353,13.841095890411,98.79682086,5.213168747,10.5275,106.557072461903,89.7397531275365,10.5274999993846,8.86600231376185,0.555499999930205,0.467828476367969,"PERX.PNSL.CAN","WET","PERX_WET_CAN","WET_CAN",34.5214242349403,55.2183288925962,13.6787132729844,134.321969535315,48.5215455189299,85.8004240163853,10.3837043529116,85.5958166530554,33.4226548005296,52.1731618525259,8.31780821917808,10.5274999993846,0.555499999930205,26.5740870769357,47.4389700927196,42.3007830348169,9.51980643753519,32.326649990618,53.2691666624374,8.9775793276772,NA,NA,NA,0.30875,0.290655070858418,0.16857328863473,0.010326445892283,1.095075,4.10695,4.463366667,NA,NA,NA
"PIP?","PNSL","CAN",196.8761553,239.3034735,8.33424657534247,222.9622458,20.50465157,11.325,50.7933527285821,41.7879433747542,11.3249999960762,9.31713370219843,1.04149999977168,0.856847218726225,"PIP?.PNSL.CAN","WET","PIP?_WET_CAN","WET_CAN",23.9901710989925,17.7977722757617,5.18294820396348,57.6666863281234,36.4193391785731,21.2473471495502,9.07179573157812,79.7420436749948,31.2772567065454,48.4647869684494,16.5041095890411,11.3249999960762,1.04149999977168,13.1198170880331,31.036513821097,10.7514295536573,7.92183290957016,52.1608771427468,27.581166532248,9.03214920660243,NA,NA,NA,NA,NA,0.21851300343836,0.00955422964824628,NA,NA,NA,NA,NA,NA
"PLEV","PNSL","CAN",84.85876574,96.16366084,5.88493150684932,102.6791065,7.089949877,12.1,117.842864114229,103.989385518905,12.0999999946499,10.6775371905652,0.835499999932005,0.737279531069067,"PLEV.PNSL.CAN","WET","PLEV_WET_CAN","WET_CAN",81.4629141167027,22.5264714022025,8.64171457062602,83.0545874648243,45.0874995087781,37.9670879560462,8.81554122939195,46.7441696717029,11.0755599851416,35.6686096865613,9.92876712328767,12.0999999946499,0.835499999932005,16.5319612671434,50.0706622194941,53.918723299411,9.57790395045278,28.4027670135952,18.3414026581077,8.98497273586912,NA,NA,NA,0.27,0.385145872292241,0.173994988864659,0.00790136403885905,0.4177,4.876,4.5239,NA,NA,NA
"POUA","PNSL","CAN",74.88562597,83.12157648,9.36986301369863,96.0408153,13.32964142,12.825,133.536975493883,120.305706694652,12.8249999991287,11.5542581561971,1.77999999964479,1.60363193101941,"POUA.PNSL.CAN","WET","POUA_WET_CAN","WET_CAN",90.9646256643943,29.3410810302581,10.739666898776,49.8660180628271,37.0745608858941,12.791457176933,8.30640759305937,25.4202550215349,20.4358344411261,4.98442058040876,10.158904109589,12.8249999991287,1.77999999964479,3.17984656157028,73.0203403410152,47.2853663536372,9.46971460933674,22.4462182677166,2.97403675381826,8.94712784167275,28.3,55.32,8.08,0.386667,0.311135180128256,0.253586716462884,0.0167054756342848,0.8599,5.045633333,3.150933333,20.22,24.3258138936587,0.0629115334219334
"POUB","PNSL","CAN",81.88775724,86.7280105,8.35068493150685,183.9199028,7.455880297,22.46,122.118376873988,115.303002367384,22.4600000047577,21.2065169879574,0.910500000036391,0.859685383535922,"POUB.PNSL.CAN","WET","POUB_WET_CAN","WET_CAN",91.91247748876,23.390524878624,6.68885415755596,29.6045350450675,16.1130965273622,13.4914385177052,6.19215236008759,29.6045350450675,7.21662858427256,22.3879064607949,31.0027397260274,22.4600000047577,0.910500000036391,25.5374533382145,89.5303485693474,25.7726537980366,8.85051868638435,18.6357570157509,10.9687780293165,9.08532229888535,42.63,50.2,19.8,0.43,0.268146517133451,0.232635507944948,0.0110333953505649,0.687166667,4.958933333,3.903733333,22.83,26.3236754404738,0.0612178498615669
"PPA1","PNSL","CAN",154.1037838,195.364318,19.9890410958904,221.1389297,5.516915459,14.35,64.8913333171512,51.1864198251392,14.3499999965608,11.3193100953061,0.357999999932513,0.282391150824175,"PPA1.PNSL.CAN","WET","PPA1_WET_CAN","WET_CAN",12.7966159711397,38.3898038539995,7.28785137404735,41.129746226344,12.4312354606373,28.6985107657068,8.37119972082036,87.9507967007528,46.2269449895523,41.7238517112004,22.6849315068493,14.3499999965608,0.357999999932513,17.0632306161563,39.4234456547216,11.7629741704176,8.18427947640915,18.6868853157126,69.2639113850402,9.04470109909812,NA,NA,NA,0.31,0.165117483306901,0.204667265282295,0.00822562541128208,0.3871,1.8319,2.4974,NA,NA,NA
"PROP","PNSL","CAN",71.90590896,91.03201139,27.7479452054795,69.04764908,6.352887056,9.6025,139.070629168499,109.851467053254,9.60250000016132,7.58498554801624,0.883499999914332,0.697873963125226,"PROP.PNSL.CAN","WET","PROP_WET_CAN","WET_CAN",25.9635972298751,83.8878698233786,20.0130842393436,54.1725412611864,30.4957342750275,23.676806986159,10.5590773685565,42.2957315221765,20.6087823092903,21.6869492128863,5.32602739726027,9.60250000016132,0.883499999914332,4.94096965065508,58.9619026047947,50.889564448459,9.85028585747396,27.9619490814174,14.3337824407591,8.91127332720818,30.58,55.37,11.7,0.3025,0.363145345630591,0.195255163352572,0.012599799002666,1.3188,5.237925,7.496625,18.88,20.7399569796543,0.0685618412550555
"SABP","PNSL","CAN",178.778626,200.5373677,6.24657534246575,89.79156489,14.24865649,5.0225,55.9350981923309,49.8660180628271,5.0224999989652,4.47754779669425,0.796999999876943,0.710523761901359,"SABP.PNSL.CAN","WET","SABP_WET_CAN","WET_CAN",25.4125892543937,24.4534288084334,10.3315997625707,24.8225747084702,17.5894102230101,7.23316448546011,12.7965277743595,86.0530089943104,35.9464664085821,50.1065425857283,1.97260273972603,5.0224999989652,0.796999999876943,5.66560361196046,14.5996645562161,35.266353506611,9.19770726113146,51.4918489949558,34.5611599993546,8.77890248588815,NA,NA,NA,0.2,0.249330090314135,0.0667305721434507,0.00448823227895263,0.269,1.8268,2.1943,NA,NA,NA
