"sp","DE","GF","BIOME","LL","LMA","Aarea","Rarea","LMAp1","LMAs1","LMAp4","LMAs4","LMA_ra","LMAp1_ra","LMAs1_ra","LMA_all","LMAp1_all","LMAs1_all","LL_all","Rarea_all","Aarea_all","LMAp4_all","LMAs4_all","LMAp4_ra","LMAs4_ra","Narea","Parea"
"Beyeria opaca","E","S","WLAND",14.7910838816821,158.489319246111,5.75439937337157,1.44543977074593,49.5708986888588,108.918420557253,56.5014469556652,101.987872290446,416.869383470335,116.324338813254,300.545044657082,56.2341325190349,49.974273084499,6.25985943453588,2.88403150312661,3.01995172040202,10.2329299228075,24.9738141829813,31.2603183360536,116.324338813254,300.545044657082,2.7478941531024,0.119398810446427
"Bistorta bistortoides","U","H","TEMP_FOR",1.99526231496888,83.1763771102671,11.2201845430196,2.34422881531992,66.8640079100258,16.3123692002413,66.8448266309722,16.3315504792949,112.201845430196,99.6323226716238,12.5695227585725,288.403150312661,181.679918229521,106.72323208314,7.41310241300917,1.81970085860998,14.4543977074593,153.705243859465,134.697906453196,99.6323226716238,12.5695227585725,3.22106879128343,NA
"Boronia ledifolia","E","S","WLAND",19.4984459975805,158.489319246111,8.7096358995608,1.09647819614319,58.490515317635,99.9988039284764,57.4089514951335,101.080367750978,39.8107170553497,21.4783587631436,18.3323582922062,128.961582670202,109.967685901074,18.9938967691277,1.69941645950975,0.776247116628692,11.2201845430196,59.9188495316974,69.0427331385043,21.4783587631436,18.3323582922062,1.89670592121115,0.0350751873952568
"Bossiaea eriocarpa","E","S","WLAND",16.2181009735893,199.526231496888,18.6208713666287,1.86208713666287,107.987706454913,91.5385250419749,92.4712219182339,107.055009578654,120.226443461741,75.7811231146525,44.4453203470888,338.844156139202,84.2307710468558,254.613385092347,41.6869383470336,1.23026877081238,10.7151930523761,201.133481882535,137.710674256668,75.7811231146525,44.4453203470888,3.81065823393773,NA
"Bossiaea walkeri","E","S","WLAND",56.2341325190349,316.227766016838,11.2201845430196,2.57039578276886,78.7617215232947,237.466044493543,98.0483149054799,218.179451111358,128.824955169313,48.8834951558022,79.9414600135112,257.039578276886,100.100157125147,156.93942115174,26.9153480392692,1.28824955169313,13.5791284152681,99.8265614123,157.213016864586,48.8834951558022,79.9414600135112,3.85478357665772,0.12050359403718
"Brachychiton populneus","E","T","WLAND",13.1825673855641,128.859107517529,8.59273731128364,0.708133465496963,56.9574676945795,71.9016398229493,63.1092255914712,65.7498819260576,281.838293126445,87.0237891440308,194.814503982415,120.226443461741,80.7628208899166,39.4636225718247,15.8489319246111,0.861050814079229,19.4984459975805,50.2394225712325,69.9870208905088,87.0237891440308,194.814503982415,2.13318107592515,0.114414167081038
"Bromus inermis","U","G","TEMP_FOR",1.99526231496888,56.2341325190349,8.7096358995608,0.758577575029184,43.8374448800653,12.3966876389696,49.8330644187378,6.40106810029708,158.531335813571,112.564309978712,45.9670258348583,141.253754462275,120.438835182136,20.814919280139,1.99526231496888,0.831763771102671,12.8824955169313,73.9917221462924,67.262032315983,112.564309978712,45.9670258348583,0.889201117857948,NA
"Callitris glaucophylla","E","T","WLAND",30.9029543251359,234.422881531992,6.30957344480193,0.977237220955811,51.6172442248743,182.805637307118,60.7351171370092,173.687764394983,234.422881531992,50.1828200172804,184.240061514712,331.013844723503,227.624250693901,103.389594029602,6.45654229034656,1.20226443461741,18.6208713666287,176.990708216551,154.023136506952,50.1828200172804,184.240061514712,NA,NA
"Calytrix flavescens","E","S","WLAND",27.5422870333817,239.883291901949,14.4543977074593,1.81970085860998,95.5776463314363,144.305645570513,90.5001603255219,149.383131576427,204.173794466953,87.0175968314504,117.156197635503,64.5654229034656,46.611529762929,17.9538931405365,7.07945784384138,2.34422881531992,8.59273731128364,29.3872421401738,35.1781807632918,87.0175968314504,117.156197635503,2.44906324184475,NA
"Cassinia laevis","E","S","WLAND",10,128.824955169313,6.91830970918936,1.77827941003892,55.3279517367887,73.4970034325247,53.9534027383881,74.8715524309253,316.227766016838,134.903321773722,181.324444243116,288.403150312661,222.899944887212,65.5032054254486,1.69941645950975,4.26579518801593,6.91830970918936,144.200524856154,144.202625456507,134.903321773722,181.324444243116,2.40436280000693,0.134896288259165
"Castilla elastica","D","T","TROP_RF",5.75439937337157,77.6247116628692,7.76247116628692,2.08929613085404,43.2917381507704,34.3329735120988,35.0269907151348,42.5977209477344,81.2830516164099,59.7867008619232,21.4963507544867,104.71285480509,56.5910541664295,48.1218006386605,33.1131121482591,1.8047157535978,16.6283625282055,53.4959598613457,51.2168949437443,59.7867008619232,21.4963507544867,1.64816239152551,NA
"Cecropia ficifolia","U","T","TROP_RF",2.69153480392692,69.1830970918937,17.7827941003892,1.25892541179417,54.7645985767736,14.4184985151201,52.14517784393,17.0379192479637,38.0189396320561,34.6581573485347,3.36078228352147,181.970085860998,94.0949734108674,87.8751124501309,6.02559586074358,1.65958690743756,6.45654229034656,100.070275709994,81.8998101510042,34.6581573485347,3.36078228352147,1.71001531509029,NA
"Cecropia longipes","D","T","TROP_RF",2.88403150312661,114.815362149688,19.9526231496888,2.51188643150958,94.6551962281465,20.1601659215418,85.6943756788862,29.1209864708021,288.403150312661,242.868179007938,45.5349713047221,213.796208950223,123.300968922775,90.4952400274478,3.98107170553497,1.28824955169313,7.10950672831674,101.730649079842,112.065559870381,242.868179007938,45.5349713047221,NA,NA
"Conostephium pendulum","E","S","WLAND",26.9153480392692,213.796208950223,10.9647819614319,1.81970085860998,76.5906928589734,137.20551609125,76.7187099683756,137.077498981848,95.4992586021436,46.3853844685898,49.1138741335538,169.824365246174,35.3733630710547,134.45100217512,77.6247116628692,1.43657137207712,8.51138038202377,93.8607306725882,75.9636345735863,46.3853844685898,49.1138741335538,1.97242273611485,NA
"Correa reflexa","E","S","TEMP_FOR",11.7489755493953,70.7945784384138,4.46683592150963,0.316227766016838,25.9859782403625,44.8086001980513,13.0254476595994,57.7691307788145,75.8577575029184,22.0217407735286,53.8360167293897,158.489319246111,89.6483506336746,68.8409686124368,14.1253754462275,1.77827941003892,12.8824955169313,85.8127097173593,72.6766095287521,22.0217407735286,53.8360167293897,0.893305483733295,0.0333426412763235
"Corymbia gummifera","E","T","WLAND",14.4543977074593,186.208713666287,12.8824955169313,1.23026877081238,92.9809470275795,93.2277666387073,95.8761907801525,90.3325228861342,154.881661891248,77.0031601172038,77.8785017740443,128.859107517529,41.9817878373436,86.8773196801851,20.8929613085404,0.767819238012599,6.60693448007596,61.6595875556838,67.199519961845,77.0031601172038,77.8785017740443,1.5205475297325,0.0561047976032471
"Cryptocarya alba","E","T","TEMP_FOR",31.6227766016838,144.543977074593,10.2329299228075,1.34896288259165,50.3867909940935,94.1571860804993,43.9329383286941,100.611038745899,167.891527994965,56.4471580168438,111.444369978121,83.1763771102671,77.4427212865248,5.73365582374232,1.41253754462275,3.38844156139203,11.2231590882003,39.5853770129452,43.5910000973219,56.4471580168438,111.444369978121,1.23310483322891,NA
"Dasyphyllum diacanthoides","E","T","TEMP_FOR",15.8489319246111,131.825673855641,9.54992586021436,1.02329299228075,56.3774774145289,75.4481964411118,51.8140104465834,80.0116634090573,93.3254300796991,44.3658880314006,48.9595420482985,95.4992586021436,55.6445703187099,39.8546882834337,22.9849776094508,1.14815362149688,15.4881661891248,51.0249012973968,44.4743573047468,44.3658880314006,48.9595420482985,1.59220872705117,NA
"Desmodium canadense","U","H","TEMP_FOR",2.45470891568503,63.0957344480193,12.0226443461741,0.741310241300917,49.6415860429835,13.4541484050358,53.5811684681613,9.51456597985803,154.881661891248,112.559186578359,42.3224753128894,186.208713666287,132.542379527981,53.6663341383062,5.01187233627272,0.645654229034656,14.1253754462275,88.4884825089292,97.7202311573575,112.559186578359,42.3224753128894,1.48936107771092,NA
"Dodonaea triquetra","E","S","TEMP_FOR",8.12830516164099,95.4992586021436,20.8929613085404,1.02329299228075,64.105132217859,31.3941263842845,51.9826589180822,43.5165996840614,457.088189614875,236.087027289283,221.001162325593,112.201845430196,53.6937077041157,58.5081377260806,11.4815362149688,1.02329299228075,7.41310241300917,60.003252420954,52.1985930092423,236.087027289283,221.001162325593,1.79887091512879,0.0748169500511155
"Dodonaea viscosa angustissima","E","S","WLAND",7.94328234724282,169.824365246174,12.3026877081238,3.31131121482591,101.468326658748,68.3560385874266,88.8939965450089,80.9303687011655,160.004256160643,117.17521196038,42.8290442002637,109.647819614319,44.928217062111,64.7196025522075,40.7380277804113,0.891250938133746,12.8824955169313,44.2189290239619,65.4288905903566,117.17521196038,42.8290442002637,3.12607936712396,0.189670592121115
"Dodonaea viscosa cuneata","E","S","WLAND",9.77237220955811,112.201845430196,10,1.94984459975805,58.1378012477891,54.0640441824072,47.8357040351908,64.3661413950055,100,65.1322291632747,34.8677708367253,91.201083935591,69.3744113414955,21.8266725940955,2.51188643150958,1.65958690743756,6.45654229034656,45.9324085555051,45.2686753800859,65.1322291632747,34.8677708367253,2.24388192378277,0.110153930954142
"Dodonaea viscosa spatulata","E","S","WLAND",10.2329299228075,131.825673855641,12.8824955169313,1.94984459975805,73.1739288522401,58.6517450034007,60.7315162593553,71.0941575962855,199.526231496888,118.36904206634,81.1571894305477,199.526231496888,102.346814679045,97.1794168178431,3.98107170553497,1.99526231496888,4.46683592150963,89.2816491788567,110.244582318031,118.36904206634,81.1571894305477,2.61818300821899,0.151705036745934
"Drimys winteri","E","T","TEMP_FOR",32.2458173948273,160.004256160643,8.32645912340181,1.55539059854225,48.0675381103593,111.936718050284,46.5323309454089,113.471925215235,245.470891568503,69.5563374314499,175.914554137053,128.824955169313,91.8594778343618,36.9654773349516,12.0226443461741,1.51356124843621,18.6208713666287,66.0677500931952,62.7572050761182,69.5563374314499,175.914554137053,1.35412028162515,NA
"Echinacea purpurea","U","H","TEMP_FOR",3.98107170553497,77.6247116628692,9.77237220955811,1.34896288259165,51.9966132375687,25.6280984253004,51.5232164194739,26.1014952433952,85.1138038202376,64.6312827458575,20.4825210743801,223.872113856834,183.587159847459,40.2849540093754,5.49540873857625,0.707945784384138,26.3026799189538,113.160774276554,110.71133958028,64.6312827458575,20.4825210743801,1.16680961706096,NA
"Eleagnus angustifolia","U","T","WLAND",3.01995172040202,81.2830516164099,14.1253754462275,1.90546071796325,61.7733002538976,19.5097513625123,57.5797412682655,23.7033103481444,58.3067937859553,51.9055698232471,6.40122396270827,147.910838816821,58.834531223033,89.0763075937877,18.1970085860998,0.707945784384138,8.91250938133745,76.1027713821035,71.8080674347172,51.9055698232471,6.40122396270827,3.20626932450547,NA
"Embothrium coccineum","E","T","TEMP_FOR",7.07945784384138,102.329299228075,14.1253754462275,1.58489319246111,64.2539413270913,38.075357900984,54.6556529905521,47.6736462375233,114.815362149688,81.7279784905326,33.0873836591557,147.910838816821,95.089592437636,52.8212463791848,8.7096358995608,0.707945784384138,13.8038426460288,70.5071233744249,77.4037154423958,81.7279784905326,33.0873836591557,1.6274484622563,NA
"Eremaea pauciflora","E","S","WLAND",14.1253754462275,199.526231496888,14.1253754462275,1.77827941003892,103.536161392704,95.9900701041837,98.453221419932,101.073010076956,83.1763771102671,54.2571778303902,28.9191992798769,73.3508020162128,57.1969918320568,16.153810184156,1.90546071796325,0.478630092322638,6.75843526982924,35.089556727619,38.2612452885938,54.2571778303902,28.9191992798769,2.30144181740851,NA
"Eremophila deserti","E","S","WLAND",28.8403150312661,218.776162394955,9.1201083935591,1.25892541179417,66.826157436158,151.950004958797,75.5193730203662,143.256789374589,34.6736850452532,17.9469297194174,16.7267553258358,181.970085860998,96.7200593804052,85.2500264805931,3.01995172040202,1.31778985136909,4.36515832240166,88.5099291746961,93.4601566863021,17.9469297194174,16.7267553258358,3.47536161443206,0.194088587759278
"Eremophila glabra","E","S","WLAND",16.6134701060524,158.531335813571,13.5791284152681,1.8047157535978,75.9538961573835,82.577439656187,64.5112241267523,94.0201116868182,154.881661891248,82.8900780728141,71.991583818434,60.2559586074358,40.9248666580086,19.3310919494272,7.07945784384138,1.07151930523761,8.31763771102671,35.1572508395156,25.0987077679201,82.8900780728141,71.991583818434,2.80590962335656,0.189573660582562
"Eremophila mitchelli","E","S","WLAND",14.1253754462275,177.827941003892,9.1201083935591,1.86208713666287,73.8579191193994,103.970021884493,76.6954389552293,101.132502048663,218.776162394955,100.924864272547,117.851298122408,177.827941003892,123.187482501508,54.6404585023847,3.01995172040202,1.47910838816821,8.12830516164099,85.7495247073998,92.0784162964925,100.924864272547,117.851298122408,3.33426412763235,0.168267406107047
"Eriostemon australasius","E","S","WLAND",12.0226443461741,147.910838816821,10,1.25892541179417,70.7179048811796,77.1929339356412,72.6710304466574,75.2398083701633,144.543977074593,71.9164012564846,72.6275758181082,112.201845430196,95.6718734883419,16.5299719418544,3.01995172040202,1.25892541179417,14.1253754462275,50.6519966217675,61.5498488084288,71.9164012564846,72.6275758181082,1.75792361395869,0.0528445251775181
"Erythronium americanum","U","H","TEMP_FOR",1.90546071796325,44.6683592150963,12.0226443461741,2.34422881531992,33.6238955182248,11.0444636968715,27.2234058320643,17.444953383032,204.173794466953,175.512262331102,28.6615321358512,234.422881531992,133.132373706589,101.290507825404,5.75439937337157,0.977237220955811,9.77237220955811,98.8439861892895,135.578895342703,175.512262331102,28.6615321358512,1.89234361864498,NA
