"sp","site","strata","SLA_LEAF","SLA_DISC","LIFETIME","Amass","Rmass","Amax","N_PCT","P_PCT","LT","LAMTUF","MDRBTUF","VEINTUF","LMA_LEAF","LMA","LL","Aarea","Aarea_DISC","Rarea","Rarea_DISC","sp_site_strata","Narea","Parea","LD","SampleID","Run","BagNo","%NPE","%WS","%AS","Lig","%Ash","%NDF","ADF","site2","cell_mass","cell_area","cell_vol","gr","site_strata","LMAp","LMAs","preLL","LDs"
"CORB","PNSL","UNDER",301.833216,257.8559899,318,90.44935374,19.4833341,2.996666667,2.31,0.1432,NA,NA,NA,NA,33.1308798035005,38.7813368379696,10.4547945205479,2.99666666706424,3.50774685416761,0.645500000238542,0.7555897424588,"CORB_WET_UNDER",0.0765323323460861,0.00474434198786127,NA,NA,2,37,47.16,10.85,22.44,18.08,1.46,52.84,41.99,"WET",23.91,9.27261763795854,NA,4,"WET_UNDER",21.8844251654034,16.8969116725662,21.0211504722713,NA
"CYMR","PNSL","CAN",140.6555915,184.5953645,101,83.97138811,12.89811774,5.97,2.071,0.1251,0.27,0.45,2.504,2.5284,71.0956449960967,54.1725412611864,3.32054794520548,5.96999999889802,4.54894348714808,0.916999999960897,0.698723815461791,"CYMR_WET_CAN",0.147239080786916,0.0088940651890117,0.200639041708098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",40.1952300997731,13.9773111614133,5.69150822647031,0.0517678191163455
"DENA","PNSL","UNDER",335.5635492,288.7708508,1246.5,105.4228817,10.15079736,3.141666667,1.694,0.07218,0.2225,0.432075,2.497975,4.3524,29.8006145895181,34.629534013895,40.9808219178082,3.14166666645806,3.65074526767298,0.302499999901658,0.351517382446276,"DENA_WET_UNDER",0.0504822411146437,0.00215100836107142,0.155638355118629,NA,2,38,56.1,11.63,20.67,11.53,0.07,43.9,32.27,"WET",20.74,7.18216535448182,0.0322793948516037,4,"WET_UNDER",7.10530371682642,27.5242302970686,18.941451248976,0.123704405829522
"DIOG","PNM","UNDER",180.345826,188.3374725,213,129.1877267,8.648584276,7.163333333,1.755,0.12587,NA,NA,NA,NA,55.4490238105095,53.0961781915174,7.0027397260274,7.16333333381389,6.85937455702025,0.479555555447122,0.459206771822851,"DIOG_DRY_UNDER",0.0973130367874441,0.00697936862702883,NA,NA,2,39,45.31,18.88,17.96,17.69,0.15,54.69,35.81,"DRY",18.12,9.62102748830295,NA,2,"DRY_UNDER",29.1723908776718,23.9237873138456,12.761664541505,NA
"DIOW","PNSL","CAN",197.6215408,160.9787148,169,254.4377337,38.53620045,12.875,2.619,0.1547,0.19,0.3452,2.2197,2.9152,50.601771241731,62.1200138939114,5.55616438356164,12.8749999959519,15.8056755525793,1.94999999969639,2.39386930737255,"DIOW_WET_CAN",0.132526038882093,0.00782809401109578,0.326947441546902,NA,2,40,54.56,9.23,12.06,23.54,0.62,45.44,36.21,"WET",12.67,7.87060576035857,0.0414242408439925,3,"WET_CAN",46.557715811818,15.5622980820934,4.57930216904709,0.0819068320110179
"DOL1","PNM","UNDER",210.1494049,243.5156704,302,86.40643032,3.509495062,4.111666667,1.668,0.09318,NA,NA,NA,NA,47.5851930428188,41.0651190684113,9.92876712328767,4.11166666691808,3.54829034936718,0.16700000000809,0.144117832591031,"DOL1_DRY_UNDER",0.0793721019954218,0.00443398828772986,NA,NA,2,41,49.2,15.25,15.41,15.36,4.78,50.8,35.56,"DRY",20.2,8.29515405181908,NA,2,"DRY_UNDER",7.20280182950581,33.8623172389055,17.9363996737361,NA
"DOL2","PNM","CAN",120.2180275,129.7101412,150.5,100.3519985,13.93326939,8.3475,1.422,0.0928,0.3325,0.868275,4.750725,3.535075,83.1821999408533,77.0949742825505,4.94794520547945,8.34750000369121,7.73663474356005,1.15900000022875,1.0741850452939,"DOL2_DRY_CAN",0.118285088315893,0.00771930815451119,0.231864584308423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",55.8703182145176,21.2246560680329,7.19125255674463,0.0638335520843095
"DOL2","PNSL","UNDER",235.3774904,244.091749,748,45.34939648,4.209255661,1.926666667,1.214,0.08485,0.18,0.942875,1.883575,5.04755,42.4849461306008,40.9682016740353,24.5917808219178,1.92666666650806,1.85788322078843,0.178830000007511,0.172445634817423,"DOL2_WET_UNDER",0.0515767246025493,0.00360484767918147,0.227601120411307,NA,2,42,51.07,14.25,16.66,17.9,0.12,48.93,34.68,"WET",16.78,6.87446424090312,0.0381914680050173,4,"WET_UNDER",3.82941954106191,37.1387821329734,30.4718842398784,0.206326567405408
"DOLD","PNSL","CAN",89.96076187,95.89693966,274.5,84.58560635,1.454215716,9.4025,1.328,0.06865,0.345,0.4732,4.606875,4.403425,111.15957437589,104.278614473566,9.02465753424658,9.40250000019258,8.8204698345845,0.16165000004129,0.151643600010165,"DOLD_WET_CAN",0.147619914771182,0.00763110478090485,0.302256853546569,NA,2,43,56,4.97,13.72,25.13,0.18,44,39.03,"WET",13.9,14.4947274118257,0.0420137026429731,3,"WET_CAN",17.3663644903085,86.9122499832575,16.4879852958996,0.251919565168862
"DOLD","PNM","UNDER",220.3259944,289.9661438,259.5,86.88188379,3.489963751,3.943333333,1.532,0.10836,0.17,0.1986,3.0624,3.5781,45.3872908969837,34.4867847982189,8.53150684931507,3.94333333325466,2.99627682912959,0.158399999986565,0.120357628834322,"DOLD_DRY_UNDER",0.069533329654179,0.00491816684159715,0.202863439989523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,2,"DRY_UNDER",6.43983114081545,28.0469536574034,15.2327199153181,0.164982080337667
"DOLO","PNM","CAN",141.3323433,164.8211202,214,127.6761056,0.722208274,9.03375,1.639,0.0986,NA,NA,NA,NA,70.755212618059,60.6718361570752,7.03561643835616,9.03374999797375,7.74634376013663,0.0510999999813914,0.0438177020714121,"DOLO_DRY_CAN",0.115967793480999,0.00697646396414061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",5.30103874391002,55.3707974131652,10.2319199804598,NA
"DRSE","PNM","CAN",199.3770409,244.2187883,60,257.6948254,16.00000754,12.925,1.965,0.16717,0.45,0.1737,0.9094,1.7475,50.1562263882511,40.9468905714,1.97260273972603,12.9250000018432,10.5518018164698,0.802500000389965,0.655150557881955,"DRSE_DRY_CAN",0.0985569848529134,0.00838461636532394,0.0909930901586666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",31.838582398278,9.10830817312202,2.6397374491753,0.02024068482916
"DUSM","PNSL","CAN",97.29651999,101.6176596,340,169.1337839,16.0539258,17.38333333,2.145,0.1054,0.291667,0.435133333,3.843066667,4.4826,102.778598875148,98.4080920517481,11.1780821917808,17.383333331694,16.6441329750917,1.65000000016958,1.57983620791833,"DUSM_WET_CAN",0.220460094587192,0.0108328643214406,0.337398787150237,NA,2,44,51.97,9.83,17.8,20.32,0.08,48.03,38.19,"WET",17.87,17.5855260496474,0.0602931632637473,3,"WET_CAN",63.9027830682922,34.5053089834559,7.40682455823523,0.118303781310385
"FIIN","PNM","CAN",77.29680051,71.08590706,92,211.0202654,18.89906772,27.3,2.114,0.17449,0.4,0.67855,6.59805,5.805525,129.371460836937,140.674859667466,3.02465753424658,27.3000000009962,29.6852462221363,2.4449999993926,2.65862369935693,"FIIN_DRY_CAN",0.273491268209285,0.0225740262014371,0.351687149168664,NA,2,45,59.9,12.85,15.16,8.55,3.54,40.1,27.25,"DRY",18.7,26.3061987578161,0.0657654968945402,1,"DRY_CAN",126.668936041236,14.0059236262296,4.03795539944421,0.0350148090655739
"FINY","PNSL","CAN",106.323181,103.8182423,233.5,198.5585405,2.153044415,18.675,1.55,0.09748,0.2475,0.523875,5.59455,4.92475,94.0528669848582,96.3221855664185,7.67671232876712,18.6749999983541,19.1255925838382,0.202499999976487,0.207385943674371,"FINY_WET_CAN",0.14578194382653,0.00916827347368398,0.389180547743105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",30.3851115735615,65.937073992857,9.60835062276297,0.26641242017316
"FIPA","PNSL","CAN",91.51877364,110.2973746,245,225.1361831,6.21412473,24.6,1.977,0.1324,0.2,0.4389,4.0147,6.3929,109.267198436642,90.6639893856549,8.05479452054795,24.5999999940559,20.4117445149053,0.678999999982954,0.563397338561855,"FIPA_WET_CAN",0.216021251309241,0.0144669770730114,0.453319946928274,NA,2,46,60.69,11.27,15.05,12.14,0.84,39.31,28.04,"WET",15.9,14.4155743123191,0.0720778715615956,3,"WET_CAN",51.641376639842,39.0226127458129,6.2019774280839,0.195113063729065
"FORM","PNSL","CAN",109.1106708,108.7289094,218,150.8455024,15.33004925,13.825,2.046,0.1139,NA,NA,NA,NA,91.6500643491599,91.9718596938304,7.16712328767123,13.8250000017414,13.8735413821782,1.40500000023829,1.40993313872051,"FORM_WET_CAN",0.187516031658381,0.0104389423293693,NA,NA,2,47,63.34,10.79,12.25,13.6,0.03,36.66,25.88,"WET",12.28,11.2941443704024,NA,3,"WET_CAN",63.6420866017119,28.3297730921185,7.10241879196461,NA
"FORS","PNM","CAN",125.6437546,98.79399925,107,219.8765706,18.77676111,17.5,2.862,0.16439,NA,NA,NA,NA,79.5901080148078,101.220722674611,3.51780821917808,17.5000000039795,22.2560653753472,1.49444444491314,1.90059732904274,"FORS_DRY_CAN",0.22778688913838,0.0130838178565542,NA,NA,3,49,63.02,14.44,9.47,12.94,0.14,36.98,22.54,"DRY",9.6,9.71718937676268,NA,1,"DRY_CAN",83.3602041791595,17.8605184954515,4.93617087684908,NA
"FORV","PNSL","CAN",74.46374252,69.37264655,305,86.68820691,8.86118536,11.64166667,1.551,0.0798,0.32,0.4267,3.0579,3.0422,134.293545577757,144.14903419884,10.027397260274,11.6416666657221,12.4960213025057,1.19000000001612,1.2773313115009,"FORV_WET_CAN",0.208289289191101,0.010716624937105,0.450465731871375,NA,3,50,59,8.11,12.92,19.89,0.08,41,32.89,"WET",13,18.7393744458492,0.0585605451432788,3,"WET_CAN",88.8575809490623,55.2914532497777,13.5799501574411,0.172785791405555
"GOUL","PNM","CAN",253.8095238,270.1239596,92,240.9921429,12.30075167,9.495,3.396,0.17882,0.19,0.3596,1.4943,2.2376,39.3996247669568,37.0200407798257,3.02465753424658,9.49500000204484,8.92153895777559,0.484645000149518,0.45537432844591,"GOUL_DRY_CAN",0.133801125708585,0.00704544090082722,0.19484231989382,NA,3,51,60.45,16.42,13.7,9.28,0.16,39.55,23.13,"DRY",13.85,5.12727564800586,0.026985661305294,1,"DRY_CAN",22.070800171716,14.9492406081097,3.87809268103155,0.0786802137268932
"GUA?","PNSL","CAN",99.76420005,109.4779388,304,150.1451211,10.4253589,15.05,2.273,0.19458,0.29,0.3891,4.1956,5.7359,100.236357280349,91.3426039036825,9.99452054794521,15.0500000024809,13.7146463247078,1.04499999947627,0.952279428556432,"GUA?_WET_CAN",0.227837240098233,0.0195039903996103,0.314974496219595,NA,3,52,58.21,7.75,14.13,19.76,0.14,41.79,34.04,"WET",14.28,13.0437238374459,0.0449783580601582,3,"WET_CAN",53.8242938192409,37.5183100844416,7.89482678844899,0.129373483049799
"GUAD","PNSL","CAN",127.4428699,136.2104601,211.5,223.0250223,6.550563513,17.5,2.095,0.10961,0.2,1.012425,2.005975,NA,78.4665317710332,73.415800759049,6.95342465753425,17.4999999980383,16.3735606014593,0.514000000010985,0.480914865729904,"GUAD_WET_CAN",0.164387384060315,0.00860071654742295,0.367079003795245,NA,3,54,57.84,11.48,14.54,15.53,0.6,42.16,30.68,"WET",15.15,11.1224938149959,0.0556124690749797,3,"WET_CAN",38.1030742555325,35.3127265035165,6.28852917051564,0.176563632517583
"GUAD","PNSL","UNDER",290.2665374,259.3132863,639,115.6712152,13.59898728,3.985,2.069,0.1312,0.15375,1.084675,4.072975,5.795466667,34.4510948095252,38.5633923455468,21.0082191780822,3.9850000015882,4.46067445484377,0.468500000096808,0.52442308198074,"GUAD_WET_UNDER",0.0712793151609077,0.00451998363900971,0.250818812003556,NA,3,53,56.02,11.43,17.59,13.47,1.48,43.98,32.55,"WET",19.08,7.35789525953032,0.0478562293302785,4,"WET_UNDER",13.1181050064659,25.4452873390809,17.6708798024407,0.165497803831421
"GUAU","PNM","CAN",127.7546628,175.731909,201,247.5246593,13.47811693,19.375,2.292,0.15163,NA,NA,NA,NA,78.2750295044417,56.9048618256346,6.60821917808219,19.3750000097844,14.0853565359038,1.05500000036007,0.766970381571397,"GUAU_DRY_CAN",0.17940636762418,0.0118688427237585,NA,NA,3,55,44.46,33.72,11.79,9.65,0.39,55.54,21.82,"DRY",12.17,6.92532168417974,NA,1,"DRY_CAN",36.4459159628739,20.4589458627607,4.02105110466591,NA
"HAVF","PNSL","CAN",57.61182318,60.0114826,552.5,86.27370521,5.64307808,14.975,0.774,0.05365,0.455,0.5632,3.216225,NA,173.575482392849,166.634776658559,18.1643835616438,14.9749999996442,14.3761995991747,0.97949999991651,0.94033305552761,"HAVF_WET_CAN",0.134347423372065,0.00931232463037633,0.366230278370459,NA,3,56,61.95,7.38,13.03,17.58,0.06,38.05,30.67,"WET",13.09,21.8124922646054,0.0479395434386931,3,"WET_CAN",82.6254668949146,84.0093097636444,16.1585213454521,0.184635845634383
"HEIS","PNSL","CAN",129.5667019,146.0168144,335,98.69743517,10.6698179,7.6175,1.863,0.09943,0.17,0.37515,5.754675,4.574525,77.1803237510671,68.4852634341542,11.013698630137,7.61749999982056,6.75931984789281,0.823499999886931,0.730725289675954,"HEIS_WET_CAN",0.143786943148238,0.0076740395905686,0.402854490789142,NA,3,58,69.88,15.43,8.39,6.21,0.09,30.12,14.69,"WET",8.48,5.80755033921628,0.0341620608189193,3,"WET_CAN",33.567288795668,34.9179746384862,9.57724829035941,0.205399850814625
"HEIS","PNSL","UNDER",287.348525,316.7018602,968,73.17809103,18.13169193,2.546666667,1.777,0.09311,NA,NA,NA,NA,34.8009442540204,31.5754381539941,31.8246575342466,2.54666666655066,2.31063028754512,0.631000000087002,0.57251611716299,"HEIS_WET_UNDER",0.0618412779393943,0.00324031591949184,NA,NA,3,57,69.7,12.7,10.92,6.36,0.32,30.3,17.6,"WET",11.24,3.54907924850894,NA,4,"WET_UNDER",12.0967478115923,19.4786903424018,29.1093154526425,NA
"LACP","PNSL","CAN",113.9312682,125.4043606,572,118.2891392,9.581619652,10.3825,1.152,0.06384,0.31875,0.717425,1.60095,NA,87.772217039185,79.7420436749948,18.8054794520548,10.3824999992408,9.43261770436394,0.840999999682265,0.764057932766973,"LACP_WET_CAN",0.101113594029141,0.00560337833578157,0.250171117411749,NA,3,59,50.28,18.14,9.1,22.45,0.03,49.72,31.58,"WET",9.13,7.28044858752703,0.0228406230196926,3,"WET_CAN",36.1693499846148,43.57269369038,9.86557038385592,0.13669864687178
"LICH","PNSL","UNDER",210.0271116,256.042964,1368,92.13189294,2.567581439,4.386666667,1.801,0.05751,NA,NA,NA,NA,47.6129006575359,39.0559453139279,44.9753424657534,4.38666666594295,3.5982981723333,0.12224999998524,0.10027932027064,"LICH_WET_UNDER",0.0857508340842221,0.00273821791681489,NA,NA,3,60,50.52,7.88,20.34,20.02,1.24,49.48,41.6,"WET",21.58,8.42827299874563,NA,4,"WET_UNDER",4.43705766981908,34.6188876441088,16.8487522009857,NA
"LONL","PNSL","CAN",69.70933298,79.37248752,285,121.6427861,3.617914382,17.45,2.104,0.07998,0.24,0.515625,3.92375,5.07725,143.452814314965,125.988239910967,9.36986301369863,17.4500000071583,15.3255605186052,0.519000000048487,0.455814665136754,"LONL_WET_CAN",0.301824721318686,0.0114733560889109,0.524950999629029,NA,3,61,59.05,13.46,14.2,13.12,0.16,40.95,27.49,"WET",14.37,18.104510075206,0.0754354586466915,3,"WET_CAN",58.3129843373954,67.6752555735715,11.4460993988985,0.281980231556548
"LUE1","PNM","CAN",95.65074329,101.188022,186,147.8601073,34.29079147,15.45833333,1.763,0.1544,0.2275,0.680725,2.90895,3.354125,104.547018204358,98.825926254394,6.11506849315068,15.4583333295914,14.6124120599966,3.58500000005593,3.38881922901902,"LUE1_DRY_CAN",0.184316393094283,0.0161420596107529,0.43439967584349,NA,3,62,59.02,9.08,15.89,15.97,0.03,40.98,31.89,"DRY",15.92,15.7330874596995,0.0691564283942836,1,"DRY_CAN",82.4006744822838,16.4252517721102,5.47735358058011,0.0721989088883964
"LUE1","PNM","UNDER",235.9264255,393.3870841,180,88.8262992,2.637657437,3.765,2.257,0.22478,0.13,0.3014,3.2823,2.9852,42.3860954906046,25.4202550215349,5.91780821917808,3.76499999996821,2.25798717828316,0.111799999996185,0.0670499247079882,"LUE1_DRY_UNDER",0.0956654175222945,0.00952754654437809,0.195540423242576,NA,3,63,56.13,10.13,16.84,16.74,0.17,43.87,33.74,"DRY",17,4.32144335366094,0.033241871951238,2,"DRY_UNDER",4.30670580947609,21.1135492120588,11.4314137795917,0.162411917015837
"MACR","PNM","CAN",224.1964497,247.8643932,180,279.1245799,23.12586379,12.45,4.442,0.2687,NA,NA,NA,NA,44.6037393249586,40.3446411600196,5.91780821917808,12.4500000010482,11.2611810150067,1.03150000015366,0.933004676123041,"MACR_DRY_CAN",0.198129810081466,0.0119850247566164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",25.6560023703253,14.6886387896943,3.63696974751708,NA
"MANB","PNSL","CAN",56.3680725,67.0559825,427,79.90174277,3.988041129,14.175,1.307,0.07073,0.3875,1.06005,3.3737,NA,177.405392032875,149.129125056068,14.0383561643836,14.1750000002218,11.9156769897451,0.707499999933473,0.594733084255383,"MANB_WET_CAN",0.231868847386967,0.0125478833784852,0.384849354983401,NA,3,65,61.96,8.1,14.06,15.88,0,38.04,29.94,"WET",14.06,20.9675549828831,0.0541098193106662,3,"WET_CAN",67.8566433968792,81.2724816591888,15.3657376213967,0.209735436539842
"MARP","PNSL","CAN",106.9717521,124.945419,356.5,176.4231621,12.99171929,16.4925,1.422,0.09898,0.35,0.6535,3.9472,5.5051,93.4826232504048,80.0349470995811,11.7205479452055,16.4924999952394,14.1200184458143,1.21449999976209,1.03979156610776,"MARP_WET_CAN",0.132932290262076,0.00925291004932507,0.228671277427375,"68 rerun",6,141,45.82,13.83,24.39,15.86,0.09,54.18,40.35,"WET",24.49,19.6005585446874,0.0560015958419641,3,"WET_CAN",47.0231825373836,33.0117645621975,6.7046549423663,0.0943193273205642
"MICB","PNSL","CAN",110.2901854,119.6390729,189,135.7672182,14.22743391,12.31,2.225,0.10103,0.18,0.2657,1.7787,1.8293,90.6698992637653,83.5847332949368,6.21369863013699,12.3099999975156,11.3480667234425,1.28999999940158,1.18919626883869,"MICB_WET_CAN",0.201740525861878,0.00916037992261821,0.464359629416315,NA,3,69,69.16,4.06,7.67,19,0.1,30.84,26.78,"WET",7.78,6.50289225034608,0.0361271791685894,3,"WET_CAN",58.5524434785546,25.0322898163822,6.75465853942828,0.139068276757679
"MIKL","PNM","CAN",131.6252343,126.8645936,213,192.1728421,2.790454968,14.6,1.8825,0.132725,0.37,0.935,2.5139,3.3653,75.9732740699858,78.8241992208613,7.0027397260274,14.6000000016714,15.1478703905295,0.212000000063818,0.219955378314474,"MIKL_DRY_CAN",0.143019688436748,0.0100835528009389,0.213038376272598,NA,3,70,53.57,12.79,18.89,12.02,2.72,46.43,33.64,"DRY",21.62,17.0417918715502,0.0460588969501357,1,"DRY_CAN",24.8977562460636,53.9264429747977,8.90794386743131,0.145747143175129
"NECP","PNSL","CAN",71.95198836,79.90104056,462,70.09922466,7.411054801,9.7425,1.342,0.06792,0.26,0.8545,3.8077,5.743625,138.981565734732,125.154815630852,15.1890410958904,9.74250000003753,8.77325553818795,1.02999999998888,0.927529197249293,"NECP_WET_CAN",0.18651326121601,0.00943962794470299,0.481364675503276,NA,3,71,51.99,23.54,11.33,13.02,0.12,48.01,24.47,"WET",11.45,14.3302263897325,0.055116255345125,3,"WET_CAN",63.5464028354748,61.6084127953772,15.1138063737435,0.236955433828374
"OCOI","PNSL","CAN",73.80306997,77.96709861,429,104.6158517,5.203116433,14.175,1.629,0.07716,0.3,0.454425,4.53315,5.268325,135.495718593615,128.259229576069,14.1041095890411,14.1750000023746,13.4179485404863,0.705000000015582,0.667347705091164,"OCOI_WET_CAN",0.220722525588999,0.0104548496466833,0.427530765253563,NA,4,73,56.73,9.65,14.5,19.03,0.09,43.27,33.62,"WET",14.59,18.7130215951485,0.0623767386504949,3,"WET_CAN",58.482502784767,69.776726791302,13.2487007214638,0.23258908930434
"OCOI","PNSL","UNDER",146.4500942,207.9669413,1128,106.8109353,11.55491243,7.293333333,1.305,0.10188,NA,NA,NA,NA,68.2826464170345,48.0845654481913,37.0849315068493,7.29333332856265,5.13595740901537,0.788999999837487,0.555612942988454,"OCOI_WET_UNDER",0.0891088535742301,0.00695663601696748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,4,"WET_UNDER",20.786329428131,27.2982360200603,14.7588935449694,NA
"ODOP","PNSL","CAN",121.1701584,123.6251678,259,165.0943408,13.86792463,13.625,1.75,0.08671,0.32,0.4714,4.698,6.1042,82.5285708300271,80.8896778702694,8.51506849315068,13.6249999983494,13.3544280455165,1.14450000009243,1.12177195604987,"ODOP_WET_CAN",0.144424998952547,0.00715605237667165,0.252780243344592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",49.9706226817924,30.919055188477,7.1369436948517,0.0966220474639907
"OMPD","PNSL","CAN",108.0054018,141.2307836,335,167.6783862,10.96794855,15.525,2.036,0.13542,0.39,0.2815,2.2442,3.4617,92.5879616513773,70.8060930138463,11.013698630137,15.5249999912504,11.8726514096888,1.01549999974168,0.776597585202381,"OMPD_WET_CAN",0.188509089922204,0.0125382617668295,0.181554084650888,NA,4,75,54.81,17.06,14.73,12.71,0.7,45.19,28.13,"WET",15.42,10.9182995427351,0.0279956398531669,3,"WET_CAN",40.4679956245693,30.338097389277,6.2125125297897,0.0777899933058383
"PACK","PNM","CAN",135.0043643,148.8447656,372,201.8315246,3.812523247,14.95,3.511,0.1473,0.25,0.2661,2.4866,2.7562,74.0716794738465,67.1840891393765,12.2301369863014,14.949999997889,13.5598671398627,0.282399999938372,0.256140901672393,"PACK_DRY_CAN",0.260065666632675,0.0109107583864976,0.268736356557506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",22.7078252661435,44.476263873233,7.44586205740654,0.177905055492932
"PASV","PNM","CAN",206.5374823,227.3994664,61,130.2218826,24.34044229,6.305,3.416,0.19514,0.17,0.195,1.1095,1.6738,48.4173617720138,43.9754769802749,2.00547945205479,6.30500000047691,5.72656940060436,1.17850000004575,1.0703825596136,"PASV_DRY_CAN",0.165393707813199,0.00944816397619077,0.258679276354558,NA,4,76,62.98,16.34,10.75,9.78,0.16,37.02,20.68,"DRY",10.9,4.79332699084997,0.0281960411226469,1,"DRY_CAN",37.8679387032986,6.10753827697631,3.2354943636171,0.0359266957469195
"PAUF","PNSL","CAN",177.2106667,205.0611042,599,98.30761733,6.016302133,5.5475,1.887,0.14086,0.22,0.3197,2.8324,3.7543,56.430011726828,48.7659521731962,19.6931506849315,5.54749999876841,4.79406456497565,0.33949999991733,0.293390702077376,"PAUF_WET_CAN",0.106483432128524,0.00794873145184099,0.221663418969074,NA,4,77,63.14,8.45,13.14,14.26,1.01,36.86,28.41,"WET",14.15,6.90038223250726,0.0313653737841239,3,"WET_CAN",12.6741840438548,36.0917681293414,9.66559276140722,0.164053491497006
"PERA","PNSL","CAN",104.2205162,114.6056883,239,139.6554917,14.06976969,13.4,2.143,0.1026,0.295,0.376275,3.2306,2.920175,95.9503979121531,87.2557038689327,7.85753424657534,13.3999999992324,12.1857382274454,1.35000000028785,1.22766765757472,"PERA_WET_CAN",0.205621702725744,0.00984451082578691,0.295782047013331,NA,4,78,64.17,8.81,11.86,15.04,0.11,35.83,27.02,"WET",11.98,10.4532333234981,0.0354346892321971,3,"WET_CAN",58.1355720861469,29.1201317827858,7.22757142613293,0.0987123111280875
"PERX","PNSL","CAN",93.8464221,111.4333353,421,98.79682086,5.213168747,10.5275,1.582,0.09691,0.30875,1.095075,4.10695,4.463366667,106.557072461903,89.7397531275365,13.841095890411,10.5274999993846,8.86600231376185,0.555499999930205,0.467828476367969,"PERX_WET_CAN",0.16857328863473,0.010326445892283,0.290655070858418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",35.9370223745849,53.8027307529516,11.3906793221274,0.174259856689722
"PHI?","PNM","CAN",245.6556886,251.9749969,90.5,270.6511549,4.028753293,11.0175,2.806,0.25852,0.27,0.1507,1.3104,2.1129,40.7073821778373,39.6864773212743,2.97534246575342,11.0174999993874,10.7411909209155,0.163999999998372,0.159887026195653,"PHI?_DRY_CAN",0.114224914391012,0.0105236724406145,0.146986953041756,NA,4,80,58.62,16.61,9.43,15.22,0.12,41.38,24.77,"DRY",9.55,3.79005858418169,0.0140372540154877,1,"DRY_CAN",14.5993832847464,25.0870940365279,4.88728169044591,0.0929151630982516
"PHI?","PNM","UNDER",533.1162356,519.7538774,150,136.3889036,2.985450919,2.558333333,2.664,0.21634,NA,NA,NA,NA,18.7576354502605,19.2398757081403,4.93150684931507,2.55833333318953,2.62410555323353,0.0559999999932473,0.0574397046143133,"PHI?_DRY_UNDER",0.049970340839494,0.00405802685330936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,2,"DRY_UNDER",1.5349306180765,17.7049450900638,10.9606354999243,NA
"PHOC","PNM","CAN",111.3237756,113.6999365,252,205.9489849,9.440256174,18.5,2.42,0.12632,0.18125,1.032925,3.057575,4.48135,89.8280708330557,87.9507967007528,8.28493150684931,18.5000000035931,18.1133773016663,0.848000000280264,0.8302780515625,"PHOC_DRY_CAN",0.217383931415995,0.0113470819076316,0.485245774900705,NA,4,81,55.63,8.96,17.49,17.84,0.08,44.37,35.41,"DRY",17.57,15.4529549803223,0.0852576826500538,1,"DRY_CAN",51.159320930618,36.7914757701348,6.86637330216033,0.202987452524882
"PIP?","PNSL","CAN",196.8761553,239.3034735,253.5,222.9622458,20.50465157,11.325,4.302,0.1881,NA,NA,NA,NA,50.7933527285821,41.7879433747542,8.33424657534247,11.3249999960762,9.31713370219843,1.04149999977168,0.856847218726225,"PIP?_WET_CAN",0.21851300343836,0.00955422964824628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",24.5536082013953,17.2343351733589,4.25270707510236,NA
"PITC","PNM","CAN",147.1220764,183.491394,253,147.4163206,15.66850114,10.02,3.171,0.14319,NA,NA,NA,NA,67.9707644474218,54.4984687401743,8.31780821917808,10.0200000032082,8.03396374001061,1.0650000002311,0.853909319583675,"PITC_DRY_CAN",0.215535294062775,0.00973273376122634,NA,NA,4,84,59.52,14.65,16.63,9.04,0.16,40.48,25.83,"DRY",16.79,9.15029290147526,NA,1,"DRY_CAN",32.4327803010431,22.0656884391312,5.8802424212791,NA
